Starting at 2016-04-01 23:43:07.848584...

	
Parameters:	
Table:claim_events_simple	
Limit Infrequent Events: 1	
Limit Infrequent Pairs: 1	
Prune KL-Divergence: 0.5	
Window: 24	
Laplace Pseudocounts: 1	
P-value Threshold: 0.01	

Found:0 Checked:1 Candidates:10282  (AllegedRemoved AssRouteToOffice)
Found:3 Checked:2697 Candidates:7980  (Coverage RefSentCSLT)
Found:3 Checked:2698 Candidates:7979  (Coverage RefSentGeneral)
Found:3 Checked:2699 Candidates:7978  (Coverage RefSentPDVE)
Found:3 Checked:2700 Candidates:7977  (Coverage RefSentPoliceFire)
Found:3 Checked:2701 Candidates:7976  (Coverage RefSentRCC)
Found:3 Checked:2702 Candidates:7975  (Coverage Rental)
Found:3 Checked:2703 Candidates:7974  (Coverage ReviewRemFromInbox)
Found:3 Checked:2704 Candidates:7973  (Coverage RouteToInbox)
Found:3 Checked:2705 Candidates:7972  (Coverage SuspendedItem)
Trimmed event_type with KL divergence: 0.0591754707698
Found:3 Checked:2706 Candidates:7971  (Coverage Suspense)
Trimmed event_type with KL divergence: 0.0658618343086
Found:3 Checked:2707 Candidates:7970  (Coverage TLWCompleteReprble)
Found:3 Checked:2708 Candidates:7969  (Coverage UnsuspendedItem)
Found:3 Checked:2709 Candidates:7968  (Coverage updtPymtVoid)
Found:3 Checked:2710 Candidates:7967  (Coverage Vehicle)
Found:3 Checked:2711 Candidates:7966  (Coverage VehicleEdited)
Found:3 Checked:2712 Candidates:7965  (Coverage XPayAuthApprv)
Found:3 Checked:2713 Candidates:7964  (Coverage XPayAuthLimit)
Found:3 Checked:2714 Candidates:7963  (DateOfLossChanged AssRouteToOffice)
Found:3 Checked:2715 Candidates:7962  (DateOfLossChanged AssToFileHandler)
Found:3 Checked:2716 Candidates:7961  (DateOfLossChanged AudatexReceipt)
Found:3 Checked:2717 Candidates:7960  (DateOfLossChanged ClaimActivityLog)
Found:3 Checked:2718 Candidates:7959  (DateOfLossChanged ClaimClosed)
Found:3 Checked:2719 Candidates:7958  (DateOfLossChanged ClaimEdited)
Found:3 Checked:2720 Candidates:7957  (DateOfLossChanged ClaimReported)
Found:3 Checked:2721 Candidates:7956  (DateOfLossChanged ClaimSetup)
Found:3 Checked:2722 Candidates:7955  (DateOfLossChanged COPSCarAsgSentCRP)
Found:3 Checked:2723 Candidates:7954  (DateOfLossChanged Correspondencsent)
Found:3 Checked:2724 Candidates:7953  (DateOfLossChanged DocAddInProgress)
Found:3 Checked:2725 Candidates:7952  (DateOfLossChanged DocumentAdded)
Found:3 Checked:2726 Candidates:7951  (DateOfLossChanged FYISent)
Found:3 Checked:2727 Candidates:7950  (DateOfLossChanged Inbound)
Found:3 Checked:2728 Candidates:7949  (DateOfLossChanged InitialContact)
Found:3 Checked:2729 Candidates:7948  (DateOfLossChanged IsoDataErrRpt)
Found:3 Checked:2730 Candidates:7947  (DateOfLossChanged IsoMatchRpt)
Found:3 Checked:2731 Candidates:7946  (DateOfLossChanged MovefromParty)
Found:3 Checked:2732 Candidates:7945  (DateOfLossChanged MovetoParty)
Found:3 Checked:2733 Candidates:7944  (DateOfLossChanged Outbound)
Found:3 Checked:2734 Candidates:7943  (DateOfLossChanged PerilActivity)
Found:3 Checked:2735 Candidates:7942  (DateOfLossChanged Rental)
Found:3 Checked:2736 Candidates:7941  (DateOfLossChanged ReviewRemFromInbox)
Found:3 Checked:2737 Candidates:7940  (DateOfLossChanged RouteToInbox)
Found:3 Checked:2738 Candidates:7939  (DateOfLossChanged SuspendedItem)
Found:3 Checked:2739 Candidates:7938  (DateOfLossChanged Suspense)
Found:3 Checked:2740 Candidates:7937  (DateOfLossChanged UnsuspendedItem)
Found:3 Checked:2741 Candidates:7936  (DateOfLossChanged Vehicle)
Found:3 Checked:2742 Candidates:7935  (DateOfLossChanged VehicleEdited)
Found:3 Checked:2743 Candidates:7934  (DocAddInProgress AllegedRemoved)
Found:3 Checked:2744 Candidates:7933  (DocAddInProgress applyCreditSubmit)
Found:3 Checked:2745 Candidates:7932  (DocAddInProgress AssociatedToClaim)
Found:3 Checked:2746 Candidates:7931  (DocAddInProgress AssociatedToParty)
Found:3 Checked:2747 Candidates:7930  (DocAddInProgress AssReRouteOffice)
Found:3 Checked:2748 Candidates:7929  (DocAddInProgress AssReRouteQueue)
Trimmed event_type with KL divergence: 0.0611509052207
Found:3 Checked:2749 Candidates:7928  (DocAddInProgress AssRouteToOffice)
Found:3 Checked:2750 Candidates:7927  (DocAddInProgress AssToFileHandler)
Found:3 Checked:2751 Candidates:7926  (DocAddInProgress AudatexReceipt)
Found:3 Checked:2752 Candidates:7925  (DocAddInProgress CATContact)
Found:3 Checked:2753 Candidates:7924  (DocAddInProgress ChangedDocType)
Found:3 Checked:2754 Candidates:7923  (DocAddInProgress ChangedfromParty)
Found:3 Checked:2755 Candidates:7922  (DocAddInProgress ChangedtoParty)
Found:3 Checked:2756 Candidates:7921  (DocAddInProgress ClaimActivityLog)
Trimmed event_type with KL divergence: 0.10656660582
Found:3 Checked:2757 Candidates:7920  (DocAddInProgress ClaimClosed)
Found:3 Checked:2758 Candidates:7919  (DocAddInProgress ClaimEdited)
Found:3 Checked:2759 Candidates:7918  (DocAddInProgress ClaimReopened)
Found:3 Checked:2760 Candidates:7917  (DocAddInProgress ClaimReported)
Found:3 Checked:2761 Candidates:7916  (DocAddInProgress ClaimSecured)
Found:3 Checked:2762 Candidates:7915  (DocAddInProgress ClaimSentToLFS)
Found:3 Checked:2763 Candidates:7914  (DocAddInProgress ClaimSetup)
Found:3 Checked:2764 Candidates:7913  (DocAddInProgress ClaimSummary)
Found:3 Checked:2765 Candidates:7912  (DocAddInProgress ClaimUnsecured)
Found:3 Checked:2766 Candidates:7911  (DocAddInProgress CloseBlockRemoved)
Found:3 Checked:2767 Candidates:7910  (DocAddInProgress CloseBlockSet)
Found:3 Checked:2768 Candidates:7909  (DocAddInProgress Contact)
Found:3 Checked:2769 Candidates:7908  (DocAddInProgress COPSCarAsgSentCRP)
Found:3 Checked:2770 Candidates:7907  (DocAddInProgress COPSCarAsgSentPDR)
Found:3 Checked:2771 Candidates:7906  (DocAddInProgress CorrAssignToHndler)
Found:3 Checked:2772 Candidates:7905  (DocAddInProgress Correspondencsent)
Found:3 Checked:2773 Candidates:7904  (DocAddInProgress Coverage)
Found:3 Checked:2774 Candidates:7903  (DocAddInProgress DateOfLossChanged)
Found:3 Checked:2775 Candidates:7902  (DocAddInProgress DocAddInProgress)
Found:3 Checked:2776 Candidates:7901  (DocAddInProgress DocumentAdded)
Found:3 Checked:2777 Candidates:7900  (DocAddInProgress DocumentFiled)
Found:3 Checked:2778 Candidates:7899  (DocAddInProgress EOBSent)
Found:3 Checked:2779 Candidates:7898  (DocAddInProgress EORSent)
Found:3 Checked:2780 Candidates:7897  (DocAddInProgress FYISent)
Found:3 Checked:2781 Candidates:7896  (DocAddInProgress grpPymtSubmit)
Found:3 Checked:2782 Candidates:7895  (DocAddInProgress Inbound)
Found:3 Checked:2783 Candidates:7894  (DocAddInProgress InitialContact)
Found:3 Checked:2784 Candidates:7893  (DocAddInProgress IsoDataErrRpt)
Found:3 Checked:2785 Candidates:7892  (DocAddInProgress IsoMatchRpt)
Found:3 Checked:2786 Candidates:7891  (DocAddInProgress IsoNoMatchRpt)
Found:3 Checked:2787 Candidates:7890  (DocAddInProgress ItemCompleteDenial)
Found:3 Checked:2788 Candidates:7889  (DocAddInProgress ItmReAssToFHndler)
Found:3 Checked:2789 Candidates:7888  (DocAddInProgress LiabilityAnalysis)
Trimmed event_type with KL divergence: 0.283256035028
Found:3 Checked:2790 Candidates:7887  (DocAddInProgress makePaymentSubmit)
Found:3 Checked:2791 Candidates:7886  (DocAddInProgress ManualDeny)
Found:3 Checked:2792 Candidates:7885  (DocAddInProgress ManualPayment)
Found:3 Checked:2793 Candidates:7884  (DocAddInProgress Medical)
Found:3 Checked:2794 Candidates:7883  (DocAddInProgress Medicare)
Found:3 Checked:2795 Candidates:7882  (DocAddInProgress MedicareNotify)
Found:3 Checked:2796 Candidates:7881  (DocAddInProgress MoveFromInvstigatn)
Found:3 Checked:2797 Candidates:7880  (DocAddInProgress MovefromParty)
Found:3 Checked:2798 Candidates:7879  (DocAddInProgress MoveToInvestigatn)
Found:3 Checked:2799 Candidates:7878  (DocAddInProgress MovetoParty)
Found:3 Checked:2800 Candidates:7877  (DocAddInProgress MultDocAddBegin)
Found:3 Checked:2801 Candidates:7876  (DocAddInProgress MultipleDocAdded)
Found:3 Checked:2802 Candidates:7875  (DocAddInProgress MutliEOBSent)
Found:3 Checked:2803 Candidates:7874  (DocAddInProgress Outbound)
Trimmed event_type with KL divergence: 0.0349962127383
Found:3 Checked:2804 Candidates:7873  (DocAddInProgress OwRetTLWComTtlLoss)
Found:3 Checked:2805 Candidates:7872  (DocAddInProgress PartyAdded)
Found:3 Checked:2806 Candidates:7871  (DocAddInProgress PartyEdited)
Found:3 Checked:2807 Candidates:7870  (DocAddInProgress PaymentBlockSet)
Found:3 Checked:2808 Candidates:7869  (DocAddInProgress PerilActivity)
Found:3 Checked:2809 Candidates:7868  (DocAddInProgress Perils/Reserves)
Found:3 Checked:2810 Candidates:7867  (DocAddInProgress PhvcNotice)
Found:3 Checked:2811 Candidates:7866  (DocAddInProgress PolicyNumberChange)
Found:3 Checked:2812 Candidates:7865  (DocAddInProgress RcvdTranscriptn)
Found:3 Checked:2813 Candidates:7864  (DocAddInProgress ReasonforEscalation)
Found:3 Checked:2814 Candidates:7863  (DocAddInProgress ReceiptItem)
Found:3 Checked:2815 Candidates:7862  (DocAddInProgress RecordedStatementSu)
Found:3 Checked:2816 Candidates:7861  (DocAddInProgress recordManualPymt)
Found:3 Checked:2817 Candidates:7860  (DocAddInProgress RefAssign)
Found:3 Checked:2818 Candidates:7859  (DocAddInProgress RefCompPDVE)
Found:3 Checked:2819 Candidates:7858  (DocAddInProgress Referral)
Trimmed event_type with KL divergence: 0.230625421726
Found:3 Checked:2820 Candidates:7857  (DocAddInProgress RefRemFromInbox)
Found:3 Checked:2821 Candidates:7856  (DocAddInProgress RefRespAuthority)
Found:3 Checked:2822 Candidates:7855  (DocAddInProgress RefRespBTCD)
Found:3 Checked:2823 Candidates:7854  (DocAddInProgress RefRespCSLT)
Found:3 Checked:2824 Candidates:7853  (DocAddInProgress RefRespFS)
Found:3 Checked:2825 Candidates:7852  (DocAddInProgress RefRespGeneral)
Found:3 Checked:2826 Candidates:7851  (DocAddInProgress RefRespPD)
Found:3 Checked:2827 Candidates:7850  (DocAddInProgress RefRespPDVE)
Found:3 Checked:2828 Candidates:7849  (DocAddInProgress RefRespPoliceFire)
Found:3 Checked:2829 Candidates:7848  (DocAddInProgress RefRespRCC)
Found:3 Checked:2830 Candidates:7847  (DocAddInProgress RefRespRental)
Found:3 Checked:2831 Candidates:7846  (DocAddInProgress RefRespSalvage)
Found:3 Checked:2832 Candidates:7845  (DocAddInProgress RefSentAuthority)
Found:3 Checked:2833 Candidates:7844  (DocAddInProgress RefSentBTCD)
Found:3 Checked:2834 Candidates:7843  (DocAddInProgress RefSentCRD)
Found:3 Checked:2835 Candidates:7842  (DocAddInProgress RefSentCSLT)
Found:3 Checked:2836 Candidates:7841  (DocAddInProgress RefSentFS)
Found:3 Checked:2837 Candidates:7840  (DocAddInProgress RefSentGeneral)
Found:3 Checked:2838 Candidates:7839  (DocAddInProgress RefSentPD)
Found:3 Checked:2839 Candidates:7838  (DocAddInProgress RefSentPDVE)
Found:3 Checked:2840 Candidates:7837  (DocAddInProgress RefSentPoliceFire)
Found:3 Checked:2841 Candidates:7836  (DocAddInProgress RefSentRCC)
Found:3 Checked:2842 Candidates:7835  (DocAddInProgress RefSentRental)
Found:3 Checked:2843 Candidates:7834  (DocAddInProgress RefSentSalvage)
Found:3 Checked:2844 Candidates:7833  (DocAddInProgress Rental)
Found:3 Checked:2845 Candidates:7832  (DocAddInProgress ReturnFrBillAudit)
Found:3 Checked:2846 Candidates:7831  (DocAddInProgress ReviewRemFromInbox)
Found:3 Checked:2847 Candidates:7830  (DocAddInProgress RiskReviewSent)
Found:3 Checked:2848 Candidates:7829  (DocAddInProgress RouteToInbox)
Found:3 Checked:2849 Candidates:7828  (DocAddInProgress RouteToUnAssiMail)
Found:3 Checked:2850 Candidates:7827  (DocAddInProgress Salvage)
Found:3 Checked:2851 Candidates:7826  (DocAddInProgress SendTransHigh)
Found:3 Checked:2852 Candidates:7825  (DocAddInProgress SentToBillAudit)
Found:3 Checked:2853 Candidates:7824  (DocAddInProgress SetupEbillParty)
Found:3 Checked:2854 Candidates:7823  (DocAddInProgress Subrogation)
Found:3 Checked:2855 Candidates:7822  (DocAddInProgress SuspendedItem)
Trimmed event_type with KL divergence: 0.0625884908435
Found:3 Checked:2856 Candidates:7821  (DocAddInProgress Suspense)
Trimmed event_type with KL divergence: 0.0618614002187
Found:3 Checked:2857 Candidates:7820  (DocAddInProgress TLWCompleteReprble)
Found:3 Checked:2858 Candidates:7819  (DocAddInProgress TLWCompleteTtlLoss)
Found:3 Checked:2859 Candidates:7818  (DocAddInProgress TLWReopened)
Found:3 Checked:2860 Candidates:7817  (DocAddInProgress UnsuspendedItem)
Found:3 Checked:2861 Candidates:7816  (DocAddInProgress updtPymtVoid)
Found:3 Checked:2862 Candidates:7815  (DocAddInProgress VehDataResubmitted)
Found:3 Checked:2863 Candidates:7814  (DocAddInProgress Vehicle)
Found:3 Checked:2864 Candidates:7813  (DocAddInProgress VehicleEdited)
Found:3 Checked:2865 Candidates:7812  (DocAddInProgress VehOnClsdClmErrSnt)
Found:3 Checked:2866 Candidates:7811  (DocAddInProgress VehSlvgLogCompltd)
Found:3 Checked:2867 Candidates:7810  (DocAddInProgress XPayAuthApprv)
Found:3 Checked:2868 Candidates:7809  (DocAddInProgress XPayAuthEscalate)
Found:3 Checked:2869 Candidates:7808  (DocAddInProgress XPayAuthLimit)
Found:3 Checked:2870 Candidates:7807  (DocumentAdded AllegedRemoved)
Found:3 Checked:2871 Candidates:7806  (DocumentAdded applyCreditSubmit)
Found:3 Checked:2872 Candidates:7805  (DocumentAdded AssociatedToClaim)
Found:3 Checked:2873 Candidates:7804  (DocumentAdded AssociatedToParty)
Found:3 Checked:2874 Candidates:7803  (DocumentAdded AssReRouteOffice)
Found:3 Checked:2875 Candidates:7802  (DocumentAdded AssReRouteQueue)
Trimmed event_type with KL divergence: 0.0611509052207
Found:3 Checked:2876 Candidates:7801  (DocumentAdded AssRouteToOffice)
Found:3 Checked:2877 Candidates:7800  (DocumentAdded AssToFileHandler)
Found:3 Checked:2878 Candidates:7799  (DocumentAdded AudatexReceipt)
Found:3 Checked:2879 Candidates:7798  (DocumentAdded CATContact)
Found:3 Checked:2880 Candidates:7797  (DocumentAdded ChangedDocType)
Found:3 Checked:2881 Candidates:7796  (DocumentAdded ChangedfromParty)
Found:3 Checked:2882 Candidates:7795  (DocumentAdded ChangedtoParty)
Found:3 Checked:2883 Candidates:7794  (DocumentAdded ClaimActivityLog)
Trimmed event_type with KL divergence: 0.10656660582
Found:3 Checked:2884 Candidates:7793  (DocumentAdded ClaimClosed)
Found:3 Checked:2885 Candidates:7792  (DocumentAdded ClaimEdited)
Found:3 Checked:2886 Candidates:7791  (DocumentAdded ClaimReopened)
Found:3 Checked:2887 Candidates:7790  (DocumentAdded ClaimReported)
Found:3 Checked:2888 Candidates:7789  (DocumentAdded ClaimSecured)
Found:3 Checked:2889 Candidates:7788  (DocumentAdded ClaimSentToLFS)
Found:3 Checked:2890 Candidates:7787  (DocumentAdded ClaimSetup)
Found:3 Checked:2891 Candidates:7786  (DocumentAdded ClaimSummary)
Found:3 Checked:2892 Candidates:7785  (DocumentAdded ClaimUnsecured)
Found:3 Checked:2893 Candidates:7784  (DocumentAdded CloseBlockRemoved)
Found:3 Checked:2894 Candidates:7783  (DocumentAdded CloseBlockSet)
Found:3 Checked:2895 Candidates:7782  (DocumentAdded Contact)
Found:3 Checked:2896 Candidates:7781  (DocumentAdded COPSCarAsgSentCRP)
Found:3 Checked:2897 Candidates:7780  (DocumentAdded COPSCarAsgSentPDR)
Found:3 Checked:2898 Candidates:7779  (DocumentAdded CorrAssignToHndler)
Found:3 Checked:2899 Candidates:7778  (DocumentAdded Correspondencsent)
Found:3 Checked:2900 Candidates:7777  (DocumentAdded Coverage)
Found:3 Checked:2901 Candidates:7776  (DocumentAdded DateOfLossChanged)
Found:3 Checked:2902 Candidates:7775  (DocumentAdded DocAddInProgress)
Found:3 Checked:2903 Candidates:7774  (DocumentAdded DocumentAdded)
Found:3 Checked:2904 Candidates:7773  (DocumentAdded DocumentFiled)
Found:3 Checked:2905 Candidates:7772  (DocumentAdded EOBSent)
Found:3 Checked:2906 Candidates:7771  (DocumentAdded EORSent)
Found:3 Checked:2907 Candidates:7770  (DocumentAdded FYISent)
Found:3 Checked:2908 Candidates:7769  (DocumentAdded grpPymtSubmit)
Found:3 Checked:2909 Candidates:7768  (DocumentAdded Inbound)
Found:3 Checked:2910 Candidates:7767  (DocumentAdded InitialContact)
Found:3 Checked:2911 Candidates:7766  (DocumentAdded IsoDataErrRpt)
Found:3 Checked:2912 Candidates:7765  (DocumentAdded IsoMatchRpt)
Found:3 Checked:2913 Candidates:7764  (DocumentAdded IsoNoMatchRpt)
Found:3 Checked:2914 Candidates:7763  (DocumentAdded ItemCompleteDenial)
Found:3 Checked:2915 Candidates:7762  (DocumentAdded ItmReAssToFHndler)
Found:3 Checked:2916 Candidates:7761  (DocumentAdded LiabilityAnalysis)
Trimmed event_type with KL divergence: 0.283256035028
Found:3 Checked:2917 Candidates:7760  (DocumentAdded makePaymentSubmit)
Found:3 Checked:2918 Candidates:7759  (DocumentAdded ManualDeny)
Found:3 Checked:2919 Candidates:7758  (DocumentAdded ManualPayment)
Found:3 Checked:2920 Candidates:7757  (DocumentAdded Medical)
Found:3 Checked:2921 Candidates:7756  (DocumentAdded Medicare)
Found:3 Checked:2922 Candidates:7755  (DocumentAdded MedicareNotify)
Found:3 Checked:2923 Candidates:7754  (DocumentAdded MoveFromInvstigatn)
Found:3 Checked:2924 Candidates:7753  (DocumentAdded MovefromParty)
Found:3 Checked:2925 Candidates:7752  (DocumentAdded MoveToInvestigatn)
Found:3 Checked:2926 Candidates:7751  (DocumentAdded MovetoParty)
Found:3 Checked:2927 Candidates:7750  (DocumentAdded MultDocAddBegin)
Found:3 Checked:2928 Candidates:7749  (DocumentAdded MultipleDocAdded)
Found:3 Checked:2929 Candidates:7748  (DocumentAdded MutliEOBSent)
Found:3 Checked:2930 Candidates:7747  (DocumentAdded Outbound)
Trimmed event_type with KL divergence: 0.0349962127383
Found:3 Checked:2931 Candidates:7746  (DocumentAdded OwRetTLWComTtlLoss)
Found:3 Checked:2932 Candidates:7745  (DocumentAdded PartyAdded)
Found:3 Checked:2933 Candidates:7744  (DocumentAdded PartyEdited)
Found:3 Checked:2934 Candidates:7743  (DocumentAdded PaymentBlockSet)
Found:3 Checked:2935 Candidates:7742  (DocumentAdded PerilActivity)
Found:3 Checked:2936 Candidates:7741  (DocumentAdded Perils/Reserves)
Found:3 Checked:2937 Candidates:7740  (DocumentAdded PhvcNotice)
Found:3 Checked:2938 Candidates:7739  (DocumentAdded PolicyNumberChange)
Found:3 Checked:2939 Candidates:7738  (DocumentAdded RcvdTranscriptn)
Found:3 Checked:2940 Candidates:7737  (DocumentAdded ReasonforEscalation)
Found:3 Checked:2941 Candidates:7736  (DocumentAdded ReceiptItem)
Found:3 Checked:2942 Candidates:7735  (DocumentAdded RecordedStatementSu)
Found:3 Checked:2943 Candidates:7734  (DocumentAdded recordManualPymt)
Found:3 Checked:2944 Candidates:7733  (DocumentAdded RefAssign)
Found:3 Checked:2945 Candidates:7732  (DocumentAdded RefCompPDVE)
Found:3 Checked:2946 Candidates:7731  (DocumentAdded Referral)
Trimmed event_type with KL divergence: 0.230625421726
Found:3 Checked:2947 Candidates:7730  (DocumentAdded RefRemFromInbox)
Found:3 Checked:2948 Candidates:7729  (DocumentAdded RefRespAuthority)
Found:3 Checked:2949 Candidates:7728  (DocumentAdded RefRespBTCD)
Found:3 Checked:2950 Candidates:7727  (DocumentAdded RefRespCSLT)
Found:3 Checked:2951 Candidates:7726  (DocumentAdded RefRespFS)
Found:3 Checked:2952 Candidates:7725  (DocumentAdded RefRespGeneral)
Found:3 Checked:2953 Candidates:7724  (DocumentAdded RefRespPD)
Found:3 Checked:2954 Candidates:7723  (DocumentAdded RefRespPDVE)
Found:3 Checked:2955 Candidates:7722  (DocumentAdded RefRespPoliceFire)
Found:3 Checked:2956 Candidates:7721  (DocumentAdded RefRespRCC)
Found:3 Checked:2957 Candidates:7720  (DocumentAdded RefRespRental)
Found:3 Checked:2958 Candidates:7719  (DocumentAdded RefRespSalvage)
Found:3 Checked:2959 Candidates:7718  (DocumentAdded RefSentAuthority)
Found:3 Checked:2960 Candidates:7717  (DocumentAdded RefSentBTCD)
Found:3 Checked:2961 Candidates:7716  (DocumentAdded RefSentCRD)
Found:3 Checked:2962 Candidates:7715  (DocumentAdded RefSentCSLT)
Found:3 Checked:2963 Candidates:7714  (DocumentAdded RefSentFS)
Found:3 Checked:2964 Candidates:7713  (DocumentAdded RefSentGeneral)
Found:3 Checked:2965 Candidates:7712  (DocumentAdded RefSentPD)
Found:3 Checked:2966 Candidates:7711  (DocumentAdded RefSentPDVE)
Found:3 Checked:2967 Candidates:7710  (DocumentAdded RefSentPoliceFire)
Found:3 Checked:2968 Candidates:7709  (DocumentAdded RefSentRCC)
Found:3 Checked:2969 Candidates:7708  (DocumentAdded RefSentRental)
Found:3 Checked:2970 Candidates:7707  (DocumentAdded RefSentSalvage)
Found:3 Checked:2971 Candidates:7706  (DocumentAdded Rental)
Found:3 Checked:2972 Candidates:7705  (DocumentAdded ReturnFrBillAudit)
Found:3 Checked:2973 Candidates:7704  (DocumentAdded ReviewRemFromInbox)
Found:3 Checked:2974 Candidates:7703  (DocumentAdded RiskReviewSent)
Found:3 Checked:2975 Candidates:7702  (DocumentAdded RouteToInbox)
Found:3 Checked:2976 Candidates:7701  (DocumentAdded RouteToUnAssiMail)
Found:3 Checked:2977 Candidates:7700  (DocumentAdded Salvage)
Found:3 Checked:2978 Candidates:7699  (DocumentAdded SendTransHigh)
Found:3 Checked:2979 Candidates:7698  (DocumentAdded SentToBillAudit)
Found:3 Checked:2980 Candidates:7697  (DocumentAdded SetupEbillParty)
Found:3 Checked:2981 Candidates:7696  (DocumentAdded Subrogation)
Found:3 Checked:2982 Candidates:7695  (DocumentAdded SuspendedItem)
Trimmed event_type with KL divergence: 0.0625884908435
Found:3 Checked:2983 Candidates:7694  (DocumentAdded Suspense)
Trimmed event_type with KL divergence: 0.0618614002187
Found:3 Checked:2984 Candidates:7693  (DocumentAdded TLWCompleteReprble)
Found:3 Checked:2985 Candidates:7692  (DocumentAdded TLWCompleteTtlLoss)
Found:3 Checked:2986 Candidates:7691  (DocumentAdded TLWReopened)
Found:3 Checked:2987 Candidates:7690  (DocumentAdded UnsuspendedItem)
Found:3 Checked:2988 Candidates:7689  (DocumentAdded updtPymtVoid)
Found:3 Checked:2989 Candidates:7688  (DocumentAdded VehDataResubmitted)
Found:3 Checked:2990 Candidates:7687  (DocumentAdded Vehicle)
Found:3 Checked:2991 Candidates:7686  (DocumentAdded VehicleEdited)
Found:3 Checked:2992 Candidates:7685  (DocumentAdded VehOnClsdClmErrSnt)
Found:3 Checked:2993 Candidates:7684  (DocumentAdded VehSlvgLogCompltd)
Found:3 Checked:2994 Candidates:7683  (DocumentAdded XPayAuthApprv)
Found:3 Checked:2995 Candidates:7682  (DocumentAdded XPayAuthEscalate)
Found:3 Checked:2996 Candidates:7681  (DocumentAdded XPayAuthLimit)
Found:3 Checked:2997 Candidates:7680  (DocumentFiled AssociatedToClaim)
Found:3 Checked:2998 Candidates:7679  (DocumentFiled AssociatedToParty)
Found:3 Checked:2999 Candidates:7678  (DocumentFiled AssReRouteQueue)
Found:3 Checked:3000 Candidates:7677  (DocumentFiled AssRouteToOffice)
Found:3 Checked:3001 Candidates:7676  (DocumentFiled AssToFileHandler)
Found:3 Checked:3002 Candidates:7675  (DocumentFiled AudatexReceipt)
Found:3 Checked:3003 Candidates:7674  (DocumentFiled ClaimActivityLog)
Found:3 Checked:3004 Candidates:7673  (DocumentFiled ClaimClosed)
Found:3 Checked:3005 Candidates:7672  (DocumentFiled ClaimEdited)
Found:3 Checked:3006 Candidates:7671  (DocumentFiled ClaimReopened)
Found:3 Checked:3007 Candidates:7670  (DocumentFiled ClaimReported)
Found:3 Checked:3008 Candidates:7669  (DocumentFiled ClaimSecured)
Found:3 Checked:3009 Candidates:7668  (DocumentFiled ClaimSetup)
Found:3 Checked:3010 Candidates:7667  (DocumentFiled ClaimSummary)
Found:3 Checked:3011 Candidates:7666  (DocumentFiled ClaimUnsecured)
Found:3 Checked:3012 Candidates:7665  (DocumentFiled Contact)
Found:3 Checked:3013 Candidates:7664  (DocumentFiled COPSCarAsgSentCRP)
Found:3 Checked:3014 Candidates:7663  (DocumentFiled COPSCarAsgSentPDR)
Found:3 Checked:3015 Candidates:7662  (DocumentFiled Correspondencsent)
Found:3 Checked:3016 Candidates:7661  (DocumentFiled Coverage)
Found:3 Checked:3017 Candidates:7660  (DocumentFiled DocAddInProgress)
Found:3 Checked:3018 Candidates:7659  (DocumentFiled DocumentAdded)
Found:3 Checked:3019 Candidates:7658  (DocumentFiled DocumentFiled)
Found:3 Checked:3020 Candidates:7657  (DocumentFiled EOBSent)
Found:3 Checked:3021 Candidates:7656  (DocumentFiled EORSent)
Found:3 Checked:3022 Candidates:7655  (DocumentFiled FYISent)
Found:3 Checked:3023 Candidates:7654  (DocumentFiled grpPymtSubmit)
Found:3 Checked:3024 Candidates:7653  (DocumentFiled Inbound)
Found:3 Checked:3025 Candidates:7652  (DocumentFiled InitialContact)
Found:3 Checked:3026 Candidates:7651  (DocumentFiled IsoAutUpdRpt)
Found:3 Checked:3027 Candidates:7650  (DocumentFiled IsoDataErrRpt)
Found:3 Checked:3028 Candidates:7649  (DocumentFiled IsoMatchRpt)
Found:3 Checked:3029 Candidates:7648  (DocumentFiled IsoNoMatchRpt)
Found:3 Checked:3030 Candidates:7647  (DocumentFiled ItemCompleteDenial)
Found:3 Checked:3031 Candidates:7646  (DocumentFiled ItmReAssToFHndler)
Found:3 Checked:3032 Candidates:7645  (DocumentFiled LiabilityAnalysis)
Found:3 Checked:3033 Candidates:7644  (DocumentFiled makePaymentSubmit)
Found:3 Checked:3034 Candidates:7643  (DocumentFiled ManualDeny)
Found:3 Checked:3035 Candidates:7642  (DocumentFiled ManualPayment)
Found:3 Checked:3036 Candidates:7641  (DocumentFiled Medical)
Found:3 Checked:3037 Candidates:7640  (DocumentFiled Medicare)
Found:3 Checked:3038 Candidates:7639  (DocumentFiled MedicareNotify)
Found:3 Checked:3039 Candidates:7638  (DocumentFiled MoveFromInvstigatn)
Found:3 Checked:3040 Candidates:7637  (DocumentFiled MovetoParty)
Found:3 Checked:3041 Candidates:7636  (DocumentFiled MultDocAddBegin)
Found:3 Checked:3042 Candidates:7635  (DocumentFiled MultipleDocAdded)
Found:3 Checked:3043 Candidates:7634  (DocumentFiled MutliEOBSent)
Found:3 Checked:3044 Candidates:7633  (DocumentFiled Outbound)
Found:3 Checked:3045 Candidates:7632  (DocumentFiled OwRetTLWComTtlLoss)
Found:3 Checked:3046 Candidates:7631  (DocumentFiled PartyAdded)
Found:3 Checked:3047 Candidates:7630  (DocumentFiled PartyEdited)
Found:3 Checked:3048 Candidates:7629  (DocumentFiled PerilActivity)
Found:3 Checked:3049 Candidates:7628  (DocumentFiled Perils/Reserves)
