Starting at 2016-03-15 12:04:05.268408...

	
Parameters:	
Table:claim_events_simple	
Limit Infrequent Events: 1	
Limit Infrequent Pairs: 1	
Prune KL-Divergence: 0.2	
Window: 24	
Laplace Pseudocounts: 1	
P-value Threshold: 0.001	

Found:0 Checked:1 Candidates:10282  (AllegedRemoved AssRouteToOffice)
Found:10 Checked:2725 Candidates:8884  (DateOfLossChanged DocumentAdded)
Found:10 Checked:2726 Candidates:8883  (DateOfLossChanged FYISent)
Found:10 Checked:2727 Candidates:8882  (DateOfLossChanged Inbound)
Found:10 Checked:2728 Candidates:8881  (DateOfLossChanged InitialContact)
Found:10 Checked:2729 Candidates:8880  (DateOfLossChanged IsoDataErrRpt)
Found:10 Checked:2730 Candidates:8879  (DateOfLossChanged IsoMatchRpt)
Found:10 Checked:2731 Candidates:8878  (DateOfLossChanged MovefromParty)
Found:10 Checked:2732 Candidates:8877  (DateOfLossChanged MovetoParty)
Found:10 Checked:2733 Candidates:8876  (DateOfLossChanged Outbound)
Found:10 Checked:2734 Candidates:8875  (DateOfLossChanged PerilActivity)
Found:10 Checked:2735 Candidates:8874  (DateOfLossChanged Rental)
Found:10 Checked:2736 Candidates:8873  (DateOfLossChanged ReviewRemFromInbox)
Found:10 Checked:2737 Candidates:8872  (DateOfLossChanged RouteToInbox)
Found:10 Checked:2738 Candidates:8871  (DateOfLossChanged SuspendedItem)
Found:10 Checked:2739 Candidates:8870  (DateOfLossChanged Suspense)
Found:10 Checked:2740 Candidates:8869  (DateOfLossChanged UnsuspendedItem)
Found:10 Checked:2741 Candidates:8868  (DateOfLossChanged Vehicle)
Found:10 Checked:2742 Candidates:8867  (DateOfLossChanged VehicleEdited)
Found:10 Checked:2743 Candidates:8866  (DocAddInProgress AllegedRemoved)
Found:10 Checked:2744 Candidates:8865  (DocAddInProgress applyCreditSubmit)
Found:10 Checked:2745 Candidates:8864  (DocAddInProgress AssociatedToClaim)
Found:10 Checked:2746 Candidates:8863  (DocAddInProgress AssociatedToParty)
Found:10 Checked:2747 Candidates:8862  (DocAddInProgress AssReRouteOffice)
Found:10 Checked:2748 Candidates:8861  (DocAddInProgress AssReRouteQueue)
Found:10 Checked:2749 Candidates:8860  (DocAddInProgress AssRouteToOffice)
Found:10 Checked:2750 Candidates:8859  (DocAddInProgress AssToFileHandler)
Found:10 Checked:2751 Candidates:8858  (DocAddInProgress AudatexReceipt)
Found:10 Checked:2752 Candidates:8857  (DocAddInProgress CATContact)
Found:10 Checked:2753 Candidates:8856  (DocAddInProgress ChangedDocType)
Found:10 Checked:2754 Candidates:8855  (DocAddInProgress ChangedfromParty)
Found:10 Checked:2755 Candidates:8854  (DocAddInProgress ChangedtoParty)
Found:10 Checked:2756 Candidates:8853  (DocAddInProgress ClaimActivityLog)
Found:10 Checked:2757 Candidates:8852  (DocAddInProgress ClaimClosed)
Found:10 Checked:2758 Candidates:8851  (DocAddInProgress ClaimEdited)
Found:10 Checked:2759 Candidates:8850  (DocAddInProgress ClaimReopened)
Found:10 Checked:2760 Candidates:8849  (DocAddInProgress ClaimReported)
Found:10 Checked:2761 Candidates:8848  (DocAddInProgress ClaimSecured)
Found:10 Checked:2762 Candidates:8847  (DocAddInProgress ClaimSentToLFS)
Found:10 Checked:2763 Candidates:8846  (DocAddInProgress ClaimSetup)
Found:10 Checked:2764 Candidates:8845  (DocAddInProgress ClaimSummary)
Found:10 Checked:2765 Candidates:8844  (DocAddInProgress ClaimUnsecured)
Found:10 Checked:2766 Candidates:8843  (DocAddInProgress CloseBlockRemoved)
Found:10 Checked:2767 Candidates:8842  (DocAddInProgress CloseBlockSet)
Found:10 Checked:2768 Candidates:8841  (DocAddInProgress Contact)
Found:10 Checked:2769 Candidates:8840  (DocAddInProgress COPSCarAsgSentCRP)
Found:10 Checked:2770 Candidates:8839  (DocAddInProgress COPSCarAsgSentPDR)
Found:10 Checked:2771 Candidates:8838  (DocAddInProgress CorrAssignToHndler)
Found:10 Checked:2772 Candidates:8837  (DocAddInProgress Correspondencsent)
Found:10 Checked:2773 Candidates:8836  (DocAddInProgress Coverage)
Found:10 Checked:2774 Candidates:8835  (DocAddInProgress DateOfLossChanged)
Found:10 Checked:2775 Candidates:8834  (DocAddInProgress DocAddInProgress)
Found:10 Checked:2776 Candidates:8833  (DocAddInProgress DocumentAdded)
Found:10 Checked:2777 Candidates:8832  (DocAddInProgress DocumentFiled)
Found:10 Checked:2778 Candidates:8831  (DocAddInProgress EOBSent)
Found:10 Checked:2779 Candidates:8830  (DocAddInProgress EORSent)
Found:10 Checked:2780 Candidates:8829  (DocAddInProgress FYISent)
Found:10 Checked:2781 Candidates:8828  (DocAddInProgress grpPymtSubmit)
Found:10 Checked:2782 Candidates:8827  (DocAddInProgress Inbound)
Found:10 Checked:2783 Candidates:8826  (DocAddInProgress InitialContact)
Found:10 Checked:2784 Candidates:8825  (DocAddInProgress IsoDataErrRpt)
Found:10 Checked:2785 Candidates:8824  (DocAddInProgress IsoMatchRpt)
Found:10 Checked:2786 Candidates:8823  (DocAddInProgress IsoNoMatchRpt)
Found:10 Checked:2787 Candidates:8822  (DocAddInProgress ItemCompleteDenial)
Found:10 Checked:2788 Candidates:8821  (DocAddInProgress ItmReAssToFHndler)
Found:10 Checked:2789 Candidates:8820  (DocAddInProgress LiabilityAnalysis)
Found:10 Checked:2790 Candidates:8819  (DocAddInProgress makePaymentSubmit)
Found:10 Checked:2791 Candidates:8818  (DocAddInProgress ManualDeny)
Found:10 Checked:2792 Candidates:8817  (DocAddInProgress ManualPayment)
Found:10 Checked:2793 Candidates:8816  (DocAddInProgress Medical)
Found:10 Checked:2794 Candidates:8815  (DocAddInProgress Medicare)
Found:10 Checked:2795 Candidates:8814  (DocAddInProgress MedicareNotify)
Found:10 Checked:2796 Candidates:8813  (DocAddInProgress MoveFromInvstigatn)
Found:10 Checked:2797 Candidates:8812  (DocAddInProgress MovefromParty)
Found:10 Checked:2798 Candidates:8811  (DocAddInProgress MoveToInvestigatn)
Found:10 Checked:2799 Candidates:8810  (DocAddInProgress MovetoParty)
Found:10 Checked:2800 Candidates:8809  (DocAddInProgress MultDocAddBegin)
Found:10 Checked:2801 Candidates:8808  (DocAddInProgress MultipleDocAdded)
Found:10 Checked:2802 Candidates:8807  (DocAddInProgress MutliEOBSent)
Found:10 Checked:2803 Candidates:8806  (DocAddInProgress Outbound)
Found:10 Checked:2804 Candidates:8805  (DocAddInProgress OwRetTLWComTtlLoss)
Found:10 Checked:2805 Candidates:8804  (DocAddInProgress PartyAdded)
Found:10 Checked:2806 Candidates:8803  (DocAddInProgress PartyEdited)
Found:10 Checked:2807 Candidates:8802  (DocAddInProgress PaymentBlockSet)
Found:10 Checked:2808 Candidates:8801  (DocAddInProgress PerilActivity)
Found:10 Checked:2809 Candidates:8800  (DocAddInProgress Perils/Reserves)
Found:10 Checked:2810 Candidates:8799  (DocAddInProgress PhvcNotice)
Found:10 Checked:2811 Candidates:8798  (DocAddInProgress PolicyNumberChange)
Found:10 Checked:2812 Candidates:8797  (DocAddInProgress RcvdTranscriptn)
Found:10 Checked:2813 Candidates:8796  (DocAddInProgress ReasonforEscalation)
Found:10 Checked:2814 Candidates:8795  (DocAddInProgress ReceiptItem)
Found:10 Checked:2815 Candidates:8794  (DocAddInProgress RecordedStatementSu)
Found:10 Checked:2816 Candidates:8793  (DocAddInProgress recordManualPymt)
Found:10 Checked:2817 Candidates:8792  (DocAddInProgress RefAssign)
Found:10 Checked:2818 Candidates:8791  (DocAddInProgress RefCompPDVE)
Found:10 Checked:2819 Candidates:8790  (DocAddInProgress Referral)
Distribution for (DocAddInProgress 1,2 Referral)
N_a: 36, N_ab: 14, Critical interval: ((1, 2)), P(success): 0.1399, p_value: 0.0002

Found:11 Checked:2820 Candidates:8999  (DocAddInProgress RefRemFromInbox)
Found:11 Checked:2821 Candidates:8998  (DocAddInProgress RefRespAuthority)
Found:11 Checked:2822 Candidates:8997  (DocAddInProgress RefRespBTCD)
Found:11 Checked:2823 Candidates:8996  (DocAddInProgress RefRespCSLT)
Found:11 Checked:2824 Candidates:8995  (DocAddInProgress RefRespFS)
Found:11 Checked:2825 Candidates:8994  (DocAddInProgress RefRespGeneral)
Found:11 Checked:2826 Candidates:8993  (DocAddInProgress RefRespPD)
Found:11 Checked:2827 Candidates:8992  (DocAddInProgress RefRespPDVE)
Found:11 Checked:2828 Candidates:8991  (DocAddInProgress RefRespPoliceFire)
Found:11 Checked:2829 Candidates:8990  (DocAddInProgress RefRespRCC)
Found:11 Checked:2830 Candidates:8989  (DocAddInProgress RefRespRental)
Found:11 Checked:2831 Candidates:8988  (DocAddInProgress RefRespSalvage)
Found:11 Checked:2832 Candidates:8987  (DocAddInProgress RefSentAuthority)
Found:11 Checked:2833 Candidates:8986  (DocAddInProgress RefSentBTCD)
Found:11 Checked:2834 Candidates:8985  (DocAddInProgress RefSentCRD)
Found:11 Checked:2835 Candidates:8984  (DocAddInProgress RefSentCSLT)
Found:11 Checked:2836 Candidates:8983  (DocAddInProgress RefSentFS)
Found:11 Checked:2837 Candidates:8982  (DocAddInProgress RefSentGeneral)
Found:11 Checked:2838 Candidates:8981  (DocAddInProgress RefSentPD)
Found:11 Checked:2839 Candidates:8980  (DocAddInProgress RefSentPDVE)
Found:11 Checked:2840 Candidates:8979  (DocAddInProgress RefSentPoliceFire)
Found:11 Checked:2841 Candidates:8978  (DocAddInProgress RefSentRCC)
Found:11 Checked:2842 Candidates:8977  (DocAddInProgress RefSentRental)
Found:11 Checked:2843 Candidates:8976  (DocAddInProgress RefSentSalvage)
Found:11 Checked:2844 Candidates:8975  (DocAddInProgress Rental)
Found:11 Checked:2845 Candidates:8974  (DocAddInProgress ReturnFrBillAudit)
Found:11 Checked:2846 Candidates:8973  (DocAddInProgress ReviewRemFromInbox)
Found:11 Checked:2847 Candidates:8972  (DocAddInProgress RiskReviewSent)
Found:11 Checked:2848 Candidates:8971  (DocAddInProgress RouteToInbox)
Found:11 Checked:2849 Candidates:8970  (DocAddInProgress RouteToUnAssiMail)
Found:11 Checked:2850 Candidates:8969  (DocAddInProgress Salvage)
Found:11 Checked:2851 Candidates:8968  (DocAddInProgress SendTransHigh)
Found:11 Checked:2852 Candidates:8967  (DocAddInProgress SentToBillAudit)
Found:11 Checked:2853 Candidates:8966  (DocAddInProgress SetupEbillParty)
Found:11 Checked:2854 Candidates:8965  (DocAddInProgress Subrogation)
Found:11 Checked:2855 Candidates:8964  (DocAddInProgress SuspendedItem)
Found:11 Checked:2856 Candidates:8963  (DocAddInProgress Suspense)
Found:11 Checked:2857 Candidates:8962  (DocAddInProgress TLWCompleteReprble)
Found:11 Checked:2858 Candidates:8961  (DocAddInProgress TLWCompleteTtlLoss)
Found:11 Checked:2859 Candidates:8960  (DocAddInProgress TLWReopened)
Found:11 Checked:2860 Candidates:8959  (DocAddInProgress UnsuspendedItem)
Found:11 Checked:2861 Candidates:8958  (DocAddInProgress updtPymtVoid)
Found:11 Checked:2862 Candidates:8957  (DocAddInProgress VehDataResubmitted)
Found:11 Checked:2863 Candidates:8956  (DocAddInProgress Vehicle)
Found:11 Checked:2864 Candidates:8955  (DocAddInProgress VehicleEdited)
Found:11 Checked:2865 Candidates:8954  (DocAddInProgress VehOnClsdClmErrSnt)
Found:11 Checked:2866 Candidates:8953  (DocAddInProgress VehSlvgLogCompltd)
Found:11 Checked:2867 Candidates:8952  (DocAddInProgress XPayAuthApprv)
Found:11 Checked:2868 Candidates:8951  (DocAddInProgress XPayAuthEscalate)
Found:11 Checked:2869 Candidates:8950  (DocAddInProgress XPayAuthLimit)
Found:11 Checked:2870 Candidates:8949  (DocumentAdded AllegedRemoved)
Found:11 Checked:2871 Candidates:8948  (DocumentAdded applyCreditSubmit)
Found:11 Checked:2872 Candidates:8947  (DocumentAdded AssociatedToClaim)
Found:11 Checked:2873 Candidates:8946  (DocumentAdded AssociatedToParty)
Found:11 Checked:2874 Candidates:8945  (DocumentAdded AssReRouteOffice)
Found:11 Checked:2875 Candidates:8944  (DocumentAdded AssReRouteQueue)
Found:11 Checked:2876 Candidates:8943  (DocumentAdded AssRouteToOffice)
Found:11 Checked:2877 Candidates:8942  (DocumentAdded AssToFileHandler)
Found:11 Checked:2878 Candidates:8941  (DocumentAdded AudatexReceipt)
Found:11 Checked:2879 Candidates:8940  (DocumentAdded CATContact)
Found:11 Checked:2880 Candidates:8939  (DocumentAdded ChangedDocType)
Found:11 Checked:2881 Candidates:8938  (DocumentAdded ChangedfromParty)
Found:11 Checked:2882 Candidates:8937  (DocumentAdded ChangedtoParty)
Found:11 Checked:2883 Candidates:8936  (DocumentAdded ClaimActivityLog)
Found:11 Checked:2884 Candidates:8935  (DocumentAdded ClaimClosed)
Found:11 Checked:2885 Candidates:8934  (DocumentAdded ClaimEdited)
Found:11 Checked:2886 Candidates:8933  (DocumentAdded ClaimReopened)
Found:11 Checked:2887 Candidates:8932  (DocumentAdded ClaimReported)
Found:11 Checked:2888 Candidates:8931  (DocumentAdded ClaimSecured)
Found:11 Checked:2889 Candidates:8930  (DocumentAdded ClaimSentToLFS)
Found:11 Checked:2890 Candidates:8929  (DocumentAdded ClaimSetup)
Found:11 Checked:2891 Candidates:8928  (DocumentAdded ClaimSummary)
Found:11 Checked:2892 Candidates:8927  (DocumentAdded ClaimUnsecured)
Found:11 Checked:2893 Candidates:8926  (DocumentAdded CloseBlockRemoved)
Found:11 Checked:2894 Candidates:8925  (DocumentAdded CloseBlockSet)
Found:11 Checked:2895 Candidates:8924  (DocumentAdded Contact)
Found:11 Checked:2896 Candidates:8923  (DocumentAdded COPSCarAsgSentCRP)
Found:11 Checked:2897 Candidates:8922  (DocumentAdded COPSCarAsgSentPDR)
Found:11 Checked:2898 Candidates:8921  (DocumentAdded CorrAssignToHndler)
Found:11 Checked:2899 Candidates:8920  (DocumentAdded Correspondencsent)
Found:11 Checked:2900 Candidates:8919  (DocumentAdded Coverage)
Found:11 Checked:2901 Candidates:8918  (DocumentAdded DateOfLossChanged)
Found:11 Checked:2902 Candidates:8917  (DocumentAdded DocAddInProgress)
Found:11 Checked:2903 Candidates:8916  (DocumentAdded DocumentAdded)
Found:11 Checked:2904 Candidates:8915  (DocumentAdded DocumentFiled)
Found:11 Checked:2905 Candidates:8914  (DocumentAdded EOBSent)
Found:11 Checked:2906 Candidates:8913  (DocumentAdded EORSent)
Found:11 Checked:2907 Candidates:8912  (DocumentAdded FYISent)
Found:11 Checked:2908 Candidates:8911  (DocumentAdded grpPymtSubmit)
Found:11 Checked:2909 Candidates:8910  (DocumentAdded Inbound)
Found:11 Checked:2910 Candidates:8909  (DocumentAdded InitialContact)
Found:11 Checked:2911 Candidates:8908  (DocumentAdded IsoDataErrRpt)
Found:11 Checked:2912 Candidates:8907  (DocumentAdded IsoMatchRpt)
Found:11 Checked:2913 Candidates:8906  (DocumentAdded IsoNoMatchRpt)
Found:11 Checked:2914 Candidates:8905  (DocumentAdded ItemCompleteDenial)
Found:11 Checked:2915 Candidates:8904  (DocumentAdded ItmReAssToFHndler)
Found:11 Checked:2916 Candidates:8903  (DocumentAdded LiabilityAnalysis)
Found:11 Checked:2917 Candidates:8902  (DocumentAdded makePaymentSubmit)
Found:11 Checked:2918 Candidates:8901  (DocumentAdded ManualDeny)
Found:11 Checked:2919 Candidates:8900  (DocumentAdded ManualPayment)
Found:11 Checked:2920 Candidates:8899  (DocumentAdded Medical)
Found:11 Checked:2921 Candidates:8898  (DocumentAdded Medicare)
Found:11 Checked:2922 Candidates:8897  (DocumentAdded MedicareNotify)
Found:11 Checked:2923 Candidates:8896  (DocumentAdded MoveFromInvstigatn)
Found:11 Checked:2924 Candidates:8895  (DocumentAdded MovefromParty)
Found:11 Checked:2925 Candidates:8894  (DocumentAdded MoveToInvestigatn)
Found:11 Checked:2926 Candidates:8893  (DocumentAdded MovetoParty)
Found:11 Checked:2927 Candidates:8892  (DocumentAdded MultDocAddBegin)
Found:11 Checked:2928 Candidates:8891  (DocumentAdded MultipleDocAdded)
Found:11 Checked:2929 Candidates:8890  (DocumentAdded MutliEOBSent)
Found:11 Checked:2930 Candidates:8889  (DocumentAdded Outbound)
Found:11 Checked:2931 Candidates:8888  (DocumentAdded OwRetTLWComTtlLoss)
Found:11 Checked:2932 Candidates:8887  (DocumentAdded PartyAdded)
Found:11 Checked:2933 Candidates:8886  (DocumentAdded PartyEdited)
Found:11 Checked:2934 Candidates:8885  (DocumentAdded PaymentBlockSet)
Found:11 Checked:2935 Candidates:8884  (DocumentAdded PerilActivity)
Found:11 Checked:2936 Candidates:8883  (DocumentAdded Perils/Reserves)
Found:11 Checked:2937 Candidates:8882  (DocumentAdded PhvcNotice)
Found:11 Checked:2938 Candidates:8881  (DocumentAdded PolicyNumberChange)
Found:11 Checked:2939 Candidates:8880  (DocumentAdded RcvdTranscriptn)
Found:11 Checked:2940 Candidates:8879  (DocumentAdded ReasonforEscalation)
Found:11 Checked:2941 Candidates:8878  (DocumentAdded ReceiptItem)
Found:11 Checked:2942 Candidates:8877  (DocumentAdded RecordedStatementSu)
Found:11 Checked:2943 Candidates:8876  (DocumentAdded recordManualPymt)
Found:11 Checked:2944 Candidates:8875  (DocumentAdded RefAssign)
Found:11 Checked:2945 Candidates:8874  (DocumentAdded RefCompPDVE)
Found:11 Checked:2946 Candidates:8873  (DocumentAdded Referral)
Distribution for (DocumentAdded 1,2 Referral)
N_a: 36, N_ab: 14, Critical interval: ((1, 2)), P(success): 0.1399, p_value: 0.0002

Found:12 Checked:2947 Candidates:9084  (DocumentAdded RefRemFromInbox)
Found:12 Checked:2948 Candidates:9083  (DocumentAdded RefRespAuthority)
Found:12 Checked:2949 Candidates:9082  (DocumentAdded RefRespBTCD)
Found:12 Checked:2950 Candidates:9081  (DocumentAdded RefRespCSLT)
Found:12 Checked:2951 Candidates:9080  (DocumentAdded RefRespFS)
Found:12 Checked:2952 Candidates:9079  (DocumentAdded RefRespGeneral)
Found:12 Checked:2953 Candidates:9078  (DocumentAdded RefRespPD)
Found:12 Checked:2954 Candidates:9077  (DocumentAdded RefRespPDVE)
Found:12 Checked:2955 Candidates:9076  (DocumentAdded RefRespPoliceFire)
Found:12 Checked:2956 Candidates:9075  (DocumentAdded RefRespRCC)
Found:12 Checked:2957 Candidates:9074  (DocumentAdded RefRespRental)
Found:12 Checked:2958 Candidates:9073  (DocumentAdded RefRespSalvage)
Found:12 Checked:2959 Candidates:9072  (DocumentAdded RefSentAuthority)
Found:12 Checked:2960 Candidates:9071  (DocumentAdded RefSentBTCD)
Found:12 Checked:2961 Candidates:9070  (DocumentAdded RefSentCRD)
Found:12 Checked:2962 Candidates:9069  (DocumentAdded RefSentCSLT)
Found:12 Checked:2963 Candidates:9068  (DocumentAdded RefSentFS)
Found:12 Checked:2964 Candidates:9067  (DocumentAdded RefSentGeneral)
Found:12 Checked:2965 Candidates:9066  (DocumentAdded RefSentPD)
Found:12 Checked:2966 Candidates:9065  (DocumentAdded RefSentPDVE)
Found:12 Checked:2967 Candidates:9064  (DocumentAdded RefSentPoliceFire)
Found:12 Checked:2968 Candidates:9063  (DocumentAdded RefSentRCC)
Found:12 Checked:2969 Candidates:9062  (DocumentAdded RefSentRental)
Found:12 Checked:2970 Candidates:9061  (DocumentAdded RefSentSalvage)
Found:12 Checked:2971 Candidates:9060  (DocumentAdded Rental)
Found:12 Checked:2972 Candidates:9059  (DocumentAdded ReturnFrBillAudit)
Found:12 Checked:2973 Candidates:9058  (DocumentAdded ReviewRemFromInbox)
Found:12 Checked:2974 Candidates:9057  (DocumentAdded RiskReviewSent)
Found:12 Checked:2975 Candidates:9056  (DocumentAdded RouteToInbox)
Found:12 Checked:2976 Candidates:9055  (DocumentAdded RouteToUnAssiMail)
Found:12 Checked:2977 Candidates:9054  (DocumentAdded Salvage)
Found:12 Checked:2978 Candidates:9053  (DocumentAdded SendTransHigh)
Found:12 Checked:2979 Candidates:9052  (DocumentAdded SentToBillAudit)
Found:12 Checked:2980 Candidates:9051  (DocumentAdded SetupEbillParty)
Found:12 Checked:2981 Candidates:9050  (DocumentAdded Subrogation)
Found:12 Checked:2982 Candidates:9049  (DocumentAdded SuspendedItem)
Found:12 Checked:2983 Candidates:9048  (DocumentAdded Suspense)
Found:12 Checked:2984 Candidates:9047  (DocumentAdded TLWCompleteReprble)
Found:12 Checked:2985 Candidates:9046  (DocumentAdded TLWCompleteTtlLoss)
Found:12 Checked:2986 Candidates:9045  (DocumentAdded TLWReopened)
Found:12 Checked:2987 Candidates:9044  (DocumentAdded UnsuspendedItem)
Found:12 Checked:2988 Candidates:9043  (DocumentAdded updtPymtVoid)
Found:12 Checked:2989 Candidates:9042  (DocumentAdded VehDataResubmitted)
Found:12 Checked:2990 Candidates:9041  (DocumentAdded Vehicle)
Found:12 Checked:2991 Candidates:9040  (DocumentAdded VehicleEdited)
Found:12 Checked:2992 Candidates:9039  (DocumentAdded VehOnClsdClmErrSnt)
Found:12 Checked:2993 Candidates:9038  (DocumentAdded VehSlvgLogCompltd)
Found:12 Checked:2994 Candidates:9037  (DocumentAdded XPayAuthApprv)
Found:12 Checked:2995 Candidates:9036  (DocumentAdded XPayAuthEscalate)
Found:12 Checked:2996 Candidates:9035  (DocumentAdded XPayAuthLimit)
Found:12 Checked:2997 Candidates:9034  (DocumentFiled AssociatedToClaim)
Found:12 Checked:2998 Candidates:9033  (DocumentFiled AssociatedToParty)
Found:12 Checked:2999 Candidates:9032  (DocumentFiled AssReRouteQueue)
Found:12 Checked:3000 Candidates:9031  (DocumentFiled AssRouteToOffice)
Found:12 Checked:3001 Candidates:9030  (DocumentFiled AssToFileHandler)
Found:12 Checked:3002 Candidates:9029  (DocumentFiled AudatexReceipt)
Found:12 Checked:3003 Candidates:9028  (DocumentFiled ClaimActivityLog)
Found:12 Checked:3004 Candidates:9027  (DocumentFiled ClaimClosed)
Found:12 Checked:3005 Candidates:9026  (DocumentFiled ClaimEdited)
Found:12 Checked:3006 Candidates:9025  (DocumentFiled ClaimReopened)
Found:12 Checked:3007 Candidates:9024  (DocumentFiled ClaimReported)
Found:12 Checked:3008 Candidates:9023  (DocumentFiled ClaimSecured)
Found:12 Checked:3009 Candidates:9022  (DocumentFiled ClaimSetup)
Found:12 Checked:3010 Candidates:9021  (DocumentFiled ClaimSummary)
Found:12 Checked:3011 Candidates:9020  (DocumentFiled ClaimUnsecured)
Found:12 Checked:3012 Candidates:9019  (DocumentFiled Contact)
Found:12 Checked:3013 Candidates:9018  (DocumentFiled COPSCarAsgSentCRP)
Found:12 Checked:3014 Candidates:9017  (DocumentFiled COPSCarAsgSentPDR)
Found:12 Checked:3015 Candidates:9016  (DocumentFiled Correspondencsent)
Found:12 Checked:3016 Candidates:9015  (DocumentFiled Coverage)
Found:12 Checked:3017 Candidates:9014  (DocumentFiled DocAddInProgress)
Found:12 Checked:3018 Candidates:9013  (DocumentFiled DocumentAdded)
Found:12 Checked:3019 Candidates:9012  (DocumentFiled DocumentFiled)
Found:12 Checked:3020 Candidates:9011  (DocumentFiled EOBSent)
Found:12 Checked:3021 Candidates:9010  (DocumentFiled EORSent)
Found:12 Checked:3022 Candidates:9009  (DocumentFiled FYISent)
Found:12 Checked:3023 Candidates:9008  (DocumentFiled grpPymtSubmit)
Found:12 Checked:3024 Candidates:9007  (DocumentFiled Inbound)
Found:12 Checked:3025 Candidates:9006  (DocumentFiled InitialContact)
Found:12 Checked:3026 Candidates:9005  (DocumentFiled IsoAutUpdRpt)
Found:12 Checked:3027 Candidates:9004  (DocumentFiled IsoDataErrRpt)
Found:12 Checked:3028 Candidates:9003  (DocumentFiled IsoMatchRpt)
Found:12 Checked:3029 Candidates:9002  (DocumentFiled IsoNoMatchRpt)
Found:12 Checked:3030 Candidates:9001  (DocumentFiled ItemCompleteDenial)
Found:12 Checked:3031 Candidates:9000  (DocumentFiled ItmReAssToFHndler)
Found:12 Checked:3032 Candidates:8999  (DocumentFiled LiabilityAnalysis)
Found:12 Checked:3033 Candidates:8998  (DocumentFiled makePaymentSubmit)
Found:12 Checked:3034 Candidates:8997  (DocumentFiled ManualDeny)
Found:12 Checked:3035 Candidates:8996  (DocumentFiled ManualPayment)
Found:12 Checked:3036 Candidates:8995  (DocumentFiled Medical)
Found:12 Checked:3037 Candidates:8994  (DocumentFiled Medicare)
Found:12 Checked:3038 Candidates:8993  (DocumentFiled MedicareNotify)
Found:12 Checked:3039 Candidates:8992  (DocumentFiled MoveFromInvstigatn)
Found:12 Checked:3040 Candidates:8991  (DocumentFiled MovetoParty)
Found:12 Checked:3041 Candidates:8990  (DocumentFiled MultDocAddBegin)
Found:12 Checked:3042 Candidates:8989  (DocumentFiled MultipleDocAdded)
Found:12 Checked:3043 Candidates:8988  (DocumentFiled MutliEOBSent)
Found:12 Checked:3044 Candidates:8987  (DocumentFiled Outbound)
Found:12 Checked:3045 Candidates:8986  (DocumentFiled OwRetTLWComTtlLoss)
Found:12 Checked:3046 Candidates:8985  (DocumentFiled PartyAdded)
Found:12 Checked:3047 Candidates:8984  (DocumentFiled PartyEdited)
Found:12 Checked:3048 Candidates:8983  (DocumentFiled PerilActivity)
Found:12 Checked:3049 Candidates:8982  (DocumentFiled Perils/Reserves)
Found:12 Checked:3050 Candidates:8981  (DocumentFiled ReasonforEscalation)
Found:12 Checked:3051 Candidates:8980  (DocumentFiled ReceiptItem)
Found:12 Checked:3052 Candidates:8979  (DocumentFiled recordManualPymt)
Found:12 Checked:3053 Candidates:8978  (DocumentFiled RefAssign)
Found:12 Checked:3054 Candidates:8977  (DocumentFiled RefCompPDVE)
Found:12 Checked:3055 Candidates:8976  (DocumentFiled Referral)
Found:12 Checked:3056 Candidates:8975  (DocumentFiled RefRemFromInbox)
Found:12 Checked:3057 Candidates:8974  (DocumentFiled RefRespAuthority)
Found:12 Checked:3058 Candidates:8973  (DocumentFiled RefRespCSLT)
Found:12 Checked:3059 Candidates:8972  (DocumentFiled RefRespGeneral)
Found:12 Checked:3060 Candidates:8971  (DocumentFiled RefRespPD)
Found:12 Checked:3061 Candidates:8970  (DocumentFiled RefRespPDVE)
Found:12 Checked:3062 Candidates:8969  (DocumentFiled RefRespPoliceFire)
Found:12 Checked:3063 Candidates:8968  (DocumentFiled RefRespRental)
Found:12 Checked:3064 Candidates:8967  (DocumentFiled RefRespSalvage)
Found:12 Checked:3065 Candidates:8966  (DocumentFiled RefSentAuthority)
Found:12 Checked:3066 Candidates:8965  (DocumentFiled RefSentCRD)
Found:12 Checked:3067 Candidates:8964  (DocumentFiled RefSentCSLT)
Found:12 Checked:3068 Candidates:8963  (DocumentFiled RefSentGeneral)
Found:12 Checked:3069 Candidates:8962  (DocumentFiled RefSentPD)
Found:12 Checked:3070 Candidates:8961  (DocumentFiled RefSentPDVE)
Found:12 Checked:3071 Candidates:8960  (DocumentFiled RefSentPoliceFire)
Found:12 Checked:3072 Candidates:8959  (DocumentFiled RefSentRental)
Found:12 Checked:3073 Candidates:8958  (DocumentFiled RefSentSalvage)
Found:12 Checked:3074 Candidates:8957  (DocumentFiled Rental)
Found:12 Checked:3075 Candidates:8956  (DocumentFiled ReturnFrBillAudit)
Found:12 Checked:3076 Candidates:8955  (DocumentFiled ReviewRemFromInbox)
Found:12 Checked:3077 Candidates:8954  (DocumentFiled RouteToInbox)
Found:12 Checked:3078 Candidates:8953  (DocumentFiled RouteToUnAssiMail)
Found:12 Checked:3079 Candidates:8952  (DocumentFiled Salvage)
Found:12 Checked:3080 Candidates:8951  (DocumentFiled SentToBillAudit)
Found:12 Checked:3081 Candidates:8950  (DocumentFiled SetupEbillParty)
Found:12 Checked:3082 Candidates:8949  (DocumentFiled SuspendedItem)
Found:12 Checked:3083 Candidates:8948  (DocumentFiled Suspense)
