Starting at 2016-04-07 18:18:00.053641...

	
Parameters:	
Table:claim_events_simple	
Limit Infrequent Events: 1	
Limit Infrequent Pairs: 1	
Prune KL-Divergence: False	
Window: 24	
Laplace Pseudocounts: 1	
P-value Threshold: 0.001	

Found:0 Checked:1 Candidates:10282  (AllegedRemoved AssRouteToOffice)
Found:173 Checked:4845 Candidates:66040  (MoveFromInvstigatn InitialContact)
Found:173 Checked:4846 Candidates:66039  (MoveFromInvstigatn IsoMatchRpt)
Found:173 Checked:4847 Candidates:66038  (MoveFromInvstigatn LiabilityAnalysis)
Found:173 Checked:4848 Candidates:66037  (MoveFromInvstigatn MoveFromInvstigatn)
Found:173 Checked:4849 Candidates:66036  (MoveFromInvstigatn MovetoParty)
Found:173 Checked:4850 Candidates:66035  (MoveFromInvstigatn MultDocAddBegin)
Found:173 Checked:4851 Candidates:66034  (MoveFromInvstigatn MultipleDocAdded)
Found:173 Checked:4852 Candidates:66033  (MoveFromInvstigatn PerilActivity)
Found:173 Checked:4853 Candidates:66032  (MoveFromInvstigatn ReasonforEscalation)
Found:173 Checked:4854 Candidates:66031  (MoveFromInvstigatn ReceiptItem)
Found:173 Checked:4855 Candidates:66030  (MoveFromInvstigatn recordManualPymt)
Found:173 Checked:4856 Candidates:66029  (MoveFromInvstigatn ReviewRemFromInbox)
Found:173 Checked:4857 Candidates:66028  (MoveFromInvstigatn RouteToInbox)
Found:173 Checked:4858 Candidates:66027  (MoveFromInvstigatn SuspendedItem)
Found:173 Checked:4859 Candidates:66026  (MoveFromInvstigatn Suspense)
Found:173 Checked:4860 Candidates:66025  (MoveFromInvstigatn UnsuspendedItem)
Found:173 Checked:4861 Candidates:66024  (MoveFromInvstigatn Vehicle)
Found:173 Checked:4862 Candidates:66023  (MoveFromInvstigatn VehicleEdited)
Found:173 Checked:4863 Candidates:66022  (MovefromParty AssociatedToClaim)
Found:173 Checked:4864 Candidates:66021  (MovefromParty AssociatedToParty)
Found:173 Checked:4865 Candidates:66020  (MovefromParty AssReRouteOffice)
Found:173 Checked:4866 Candidates:66019  (MovefromParty AssRouteToOffice)
Found:173 Checked:4867 Candidates:66018  (MovefromParty AssToFileHandler)
Found:173 Checked:4868 Candidates:66017  (MovefromParty AudatexReceipt)
Found:173 Checked:4869 Candidates:66016  (MovefromParty ChangedfromParty)
Found:173 Checked:4870 Candidates:66015  (MovefromParty ChangedtoParty)
Found:173 Checked:4871 Candidates:66014  (MovefromParty ClaimActivityLog)
Found:173 Checked:4872 Candidates:66013  (MovefromParty ClaimClosed)
Found:173 Checked:4873 Candidates:66012  (MovefromParty ClaimEdited)
Found:173 Checked:4874 Candidates:66011  (MovefromParty ClaimReopened)
Found:173 Checked:4875 Candidates:66010  (MovefromParty ClaimReported)
Found:173 Checked:4876 Candidates:66009  (MovefromParty ClaimSentToLFS)
Found:173 Checked:4877 Candidates:66008  (MovefromParty ClaimSetup)
Found:173 Checked:4878 Candidates:66007  (MovefromParty ClaimSummary)
Found:173 Checked:4879 Candidates:66006  (MovefromParty Contact)
Found:173 Checked:4880 Candidates:66005  (MovefromParty COPSCarAsgSentCRP)
Found:173 Checked:4881 Candidates:66004  (MovefromParty Correspondencsent)
Found:173 Checked:4882 Candidates:66003  (MovefromParty DateOfLossChanged)
Found:173 Checked:4883 Candidates:66002  (MovefromParty DocAddInProgress)
Found:173 Checked:4884 Candidates:66001  (MovefromParty DocumentAdded)
Found:173 Checked:4885 Candidates:66000  (MovefromParty FYISent)
Found:173 Checked:4886 Candidates:65999  (MovefromParty grpPymtSubmit)
Found:173 Checked:4887 Candidates:65998  (MovefromParty Inbound)
Found:173 Checked:4888 Candidates:65997  (MovefromParty InitialContact)
Found:173 Checked:4889 Candidates:65996  (MovefromParty IsoDataErrRpt)
Found:173 Checked:4890 Candidates:65995  (MovefromParty IsoMatchRpt)
Found:173 Checked:4891 Candidates:65994  (MovefromParty ItmReAssToFHndler)
Found:173 Checked:4892 Candidates:65993  (MovefromParty LiabilityAnalysis)
Found:173 Checked:4893 Candidates:65992  (MovefromParty makePaymentSubmit)
Found:173 Checked:4894 Candidates:65991  (MovefromParty Medical)
Found:173 Checked:4895 Candidates:65990  (MovefromParty Medicare)
Found:173 Checked:4896 Candidates:65989  (MovefromParty MedicareNotify)
Found:173 Checked:4897 Candidates:65988  (MovefromParty MovefromParty)
Found:173 Checked:4898 Candidates:65987  (MovefromParty MoveToInvestigatn)
Found:173 Checked:4899 Candidates:65986  (MovefromParty MovetoParty)
Found:173 Checked:4900 Candidates:65985  (MovefromParty Outbound)
Found:173 Checked:4901 Candidates:65984  (MovefromParty PartyAdded)
Found:173 Checked:4902 Candidates:65983  (MovefromParty PartyEdited)
Found:173 Checked:4903 Candidates:65982  (MovefromParty PerilActivity)
Found:173 Checked:4904 Candidates:65981  (MovefromParty PhvcNotice)
Found:173 Checked:4905 Candidates:65980  (MovefromParty RcvdTranscriptn)
Found:173 Checked:4906 Candidates:65979  (MovefromParty ReceiptItem)
Found:173 Checked:4907 Candidates:65978  (MovefromParty Referral)
Found:173 Checked:4908 Candidates:65977  (MovefromParty RefRemFromInbox)
Found:173 Checked:4909 Candidates:65976  (MovefromParty RefRespBTCD)
Found:173 Checked:4910 Candidates:65975  (MovefromParty RefRespFS)
Found:173 Checked:4911 Candidates:65974  (MovefromParty RefRespGeneral)
Found:173 Checked:4912 Candidates:65973  (MovefromParty RefRespPoliceFire)
Found:173 Checked:4913 Candidates:65972  (MovefromParty RefSentBTCD)
Found:173 Checked:4914 Candidates:65971  (MovefromParty RefSentFS)
Found:173 Checked:4915 Candidates:65970  (MovefromParty RefSentGeneral)
Found:173 Checked:4916 Candidates:65969  (MovefromParty RefSentPoliceFire)
Found:173 Checked:4917 Candidates:65968  (MovefromParty Rental)
Found:173 Checked:4918 Candidates:65967  (MovefromParty ReviewRemFromInbox)
Found:173 Checked:4919 Candidates:65966  (MovefromParty RouteToInbox)
Found:173 Checked:4920 Candidates:65965  (MovefromParty RouteToUnAssiMail)
Found:173 Checked:4921 Candidates:65964  (MovefromParty SendTransHigh)
Found:173 Checked:4922 Candidates:65963  (MovefromParty SuspendedItem)
Found:173 Checked:4923 Candidates:65962  (MovefromParty Suspense)
Found:173 Checked:4924 Candidates:65961  (MovefromParty UnsuspendedItem)
Found:173 Checked:4925 Candidates:65960  (MovefromParty Vehicle)
Found:173 Checked:4926 Candidates:65959  (MovefromParty VehicleEdited)
Found:173 Checked:4927 Candidates:65958  (MovetoClaim AssociatedToClaim)
Found:173 Checked:4928 Candidates:65957  (MovetoClaim AssRouteToOffice)
Found:173 Checked:4929 Candidates:65956  (MovetoClaim AssToFileHandler)
Found:173 Checked:4930 Candidates:65955  (MovetoClaim AudatexReceipt)
Found:173 Checked:4931 Candidates:65954  (MovetoClaim ChangedDocType)
Found:173 Checked:4932 Candidates:65953  (MovetoClaim ClaimActivityLog)
Found:173 Checked:4933 Candidates:65952  (MovetoClaim ClaimClosed)
Found:173 Checked:4934 Candidates:65951  (MovetoClaim ClaimEdited)
Found:173 Checked:4935 Candidates:65950  (MovetoClaim ClaimReported)
Found:173 Checked:4936 Candidates:65949  (MovetoClaim ClaimSetup)
Found:173 Checked:4937 Candidates:65948  (MovetoClaim ClaimSummary)
Found:173 Checked:4938 Candidates:65947  (MovetoClaim Contact)
Found:173 Checked:4939 Candidates:65946  (MovetoClaim COPSCarAsgSentCRP)
Found:173 Checked:4940 Candidates:65945  (MovetoClaim Correspondencsent)
Found:173 Checked:4941 Candidates:65944  (MovetoClaim FYISent)
Found:173 Checked:4942 Candidates:65943  (MovetoClaim Inbound)
Found:173 Checked:4943 Candidates:65942  (MovetoClaim InitialContact)
Found:173 Checked:4944 Candidates:65941  (MovetoClaim IsoMatchRpt)
Found:173 Checked:4945 Candidates:65940  (MovetoClaim LiabilityAnalysis)
Found:173 Checked:4946 Candidates:65939  (MovetoClaim Outbound)
Found:173 Checked:4947 Candidates:65938  (MovetoClaim PartyEdited)
Found:173 Checked:4948 Candidates:65937  (MovetoClaim PerilActivity)
Found:173 Checked:4949 Candidates:65936  (MovetoClaim Perils/Reserves)
Found:173 Checked:4950 Candidates:65935  (MovetoClaim ReceiptItem)
Found:173 Checked:4951 Candidates:65934  (MovetoClaim Rental)
Found:173 Checked:4952 Candidates:65933  (MovetoClaim ReviewRemFromInbox)
Found:173 Checked:4953 Candidates:65932  (MovetoClaim RouteToInbox)
Found:173 Checked:4954 Candidates:65931  (MovetoClaim SuspendedItem)
Found:173 Checked:4955 Candidates:65930  (MovetoClaim Suspense)
Found:173 Checked:4956 Candidates:65929  (MovetoClaim UnsuspendedItem)
Found:173 Checked:4957 Candidates:65928  (MovetoClaim Vehicle)
Found:173 Checked:4958 Candidates:65927  (MovetoClaim VehicleEdited)
Found:173 Checked:4959 Candidates:65926  (MoveToInvestigatn AssToFileHandler)
Found:173 Checked:4960 Candidates:65925  (MoveToInvestigatn AudatexReceipt)
Found:173 Checked:4961 Candidates:65924  (MoveToInvestigatn ClaimActivityLog)
Found:173 Checked:4962 Candidates:65923  (MoveToInvestigatn ClaimClosed)
Found:173 Checked:4963 Candidates:65922  (MoveToInvestigatn ClaimEdited)
Found:173 Checked:4964 Candidates:65921  (MoveToInvestigatn ClaimReported)
Found:173 Checked:4965 Candidates:65920  (MoveToInvestigatn ClaimSetup)
Found:173 Checked:4966 Candidates:65919  (MoveToInvestigatn COPSCarAsgSentCRP)
Found:173 Checked:4967 Candidates:65918  (MoveToInvestigatn Correspondencsent)
Found:173 Checked:4968 Candidates:65917  (MoveToInvestigatn DocAddInProgress)
Found:173 Checked:4969 Candidates:65916  (MoveToInvestigatn DocumentAdded)
Found:173 Checked:4970 Candidates:65915  (MoveToInvestigatn FYISent)
Found:173 Checked:4971 Candidates:65914  (MoveToInvestigatn grpPymtSubmit)
Found:173 Checked:4972 Candidates:65913  (MoveToInvestigatn IsoMatchRpt)
Found:173 Checked:4973 Candidates:65912  (MoveToInvestigatn LiabilityAnalysis)
Found:173 Checked:4974 Candidates:65911  (MoveToInvestigatn makePaymentSubmit)
Found:173 Checked:4975 Candidates:65910  (MoveToInvestigatn MovefromParty)
Found:173 Checked:4976 Candidates:65909  (MoveToInvestigatn Outbound)
Found:173 Checked:4977 Candidates:65908  (MoveToInvestigatn PerilActivity)
Found:173 Checked:4978 Candidates:65907  (MoveToInvestigatn Rental)
Found:173 Checked:4979 Candidates:65906  (MoveToInvestigatn ReviewRemFromInbox)
Found:173 Checked:4980 Candidates:65905  (MoveToInvestigatn RouteToInbox)
Found:173 Checked:4981 Candidates:65904  (MoveToInvestigatn SuspendedItem)
Found:173 Checked:4982 Candidates:65903  (MoveToInvestigatn Suspense)
Found:173 Checked:4983 Candidates:65902  (MoveToInvestigatn UnsuspendedItem)
Found:173 Checked:4984 Candidates:65901  (MoveToInvestigatn Vehicle)
Found:173 Checked:4985 Candidates:65900  (MoveToInvestigatn VehicleEdited)
Found:173 Checked:4986 Candidates:65899  (MovetoParty AssociatedToClaim)
Found:173 Checked:4987 Candidates:65898  (MovetoParty AssociatedToParty)
Found:173 Checked:4988 Candidates:65897  (MovetoParty AssReRouteOffice)
Found:173 Checked:4989 Candidates:65896  (MovetoParty AssReRouteQueue)
Found:173 Checked:4990 Candidates:65895  (MovetoParty AssRouteToOffice)
Found:173 Checked:4991 Candidates:65894  (MovetoParty AssToFileHandler)
Found:173 Checked:4992 Candidates:65893  (MovetoParty AudatexReceipt)
Found:173 Checked:4993 Candidates:65892  (MovetoParty ChangedfromParty)
Found:173 Checked:4994 Candidates:65891  (MovetoParty ChangedtoParty)
Found:173 Checked:4995 Candidates:65890  (MovetoParty ClaimActivityLog)
Found:173 Checked:4996 Candidates:65889  (MovetoParty ClaimClosed)
Found:173 Checked:4997 Candidates:65888  (MovetoParty ClaimEdited)
Found:173 Checked:4998 Candidates:65887  (MovetoParty ClaimReopened)
Found:173 Checked:4999 Candidates:65886  (MovetoParty ClaimReported)
Found:173 Checked:5000 Candidates:65885  (MovetoParty ClaimSentToLFS)
Found:173 Checked:5001 Candidates:65884  (MovetoParty ClaimSetup)
Found:173 Checked:5002 Candidates:65883  (MovetoParty ClaimSummary)
Found:173 Checked:5003 Candidates:65882  (MovetoParty Contact)
Found:173 Checked:5004 Candidates:65881  (MovetoParty COPSCarAsgSentCRP)
Found:173 Checked:5005 Candidates:65880  (MovetoParty COPSCarAsgSentPDR)
Found:173 Checked:5006 Candidates:65879  (MovetoParty Correspondencsent)
Found:173 Checked:5007 Candidates:65878  (MovetoParty Coverage)
Found:173 Checked:5008 Candidates:65877  (MovetoParty DateOfLossChanged)
Found:173 Checked:5009 Candidates:65876  (MovetoParty DocAddInProgress)
Found:173 Checked:5010 Candidates:65875  (MovetoParty DocumentAdded)
Found:173 Checked:5011 Candidates:65874  (MovetoParty DocumentFiled)
Found:173 Checked:5012 Candidates:65873  (MovetoParty FYISent)
Found:173 Checked:5013 Candidates:65872  (MovetoParty grpPymtSubmit)
Found:173 Checked:5014 Candidates:65871  (MovetoParty Inbound)
Found:173 Checked:5015 Candidates:65870  (MovetoParty InitialContact)
Found:173 Checked:5016 Candidates:65869  (MovetoParty IsoDataErrRpt)
Found:173 Checked:5017 Candidates:65868  (MovetoParty IsoMatchRpt)
Found:173 Checked:5018 Candidates:65867  (MovetoParty ItmReAssToFHndler)
Found:173 Checked:5019 Candidates:65866  (MovetoParty LiabilityAnalysis)
Found:173 Checked:5020 Candidates:65865  (MovetoParty makePaymentSubmit)
Found:173 Checked:5021 Candidates:65864  (MovetoParty Medical)
Found:173 Checked:5022 Candidates:65863  (MovetoParty Medicare)
Found:173 Checked:5023 Candidates:65862  (MovetoParty MedicareNotify)
Found:173 Checked:5024 Candidates:65861  (MovetoParty MoveFromInvstigatn)
Found:173 Checked:5025 Candidates:65860  (MovetoParty MovefromParty)
Found:173 Checked:5026 Candidates:65859  (MovetoParty MovetoParty)
Found:173 Checked:5027 Candidates:65858  (MovetoParty MultDocAddBegin)
Found:173 Checked:5028 Candidates:65857  (MovetoParty MultipleDocAdded)
Found:173 Checked:5029 Candidates:65856  (MovetoParty Outbound)
Found:173 Checked:5030 Candidates:65855  (MovetoParty PartyAdded)
Found:173 Checked:5031 Candidates:65854  (MovetoParty PartyEdited)
Found:173 Checked:5032 Candidates:65853  (MovetoParty PerilActivity)
Found:173 Checked:5033 Candidates:65852  (MovetoParty PhvcNotice)
Found:173 Checked:5034 Candidates:65851  (MovetoParty RcvdTranscriptn)
Found:173 Checked:5035 Candidates:65850  (MovetoParty ReasonforEscalation)
Found:173 Checked:5036 Candidates:65849  (MovetoParty ReceiptItem)
Found:173 Checked:5037 Candidates:65848  (MovetoParty recordManualPymt)
Found:173 Checked:5038 Candidates:65847  (MovetoParty Referral)
Found:173 Checked:5039 Candidates:65846  (MovetoParty RefRemFromInbox)
Found:173 Checked:5040 Candidates:65845  (MovetoParty RefRespBTCD)
Found:173 Checked:5041 Candidates:65844  (MovetoParty RefRespFS)
Found:173 Checked:5042 Candidates:65843  (MovetoParty RefRespGeneral)
Found:173 Checked:5043 Candidates:65842  (MovetoParty RefRespPoliceFire)
Found:173 Checked:5044 Candidates:65841  (MovetoParty RefSentBTCD)
Found:173 Checked:5045 Candidates:65840  (MovetoParty RefSentFS)
Found:173 Checked:5046 Candidates:65839  (MovetoParty RefSentGeneral)
Found:173 Checked:5047 Candidates:65838  (MovetoParty RefSentPoliceFire)
Found:173 Checked:5048 Candidates:65837  (MovetoParty Rental)
Found:173 Checked:5049 Candidates:65836  (MovetoParty ReviewRemFromInbox)
Found:173 Checked:5050 Candidates:65835  (MovetoParty RouteToInbox)
Found:173 Checked:5051 Candidates:65834  (MovetoParty RouteToUnAssiMail)
Found:173 Checked:5052 Candidates:65833  (MovetoParty SendTransHigh)
Found:173 Checked:5053 Candidates:65832  (MovetoParty SuspendedItem)
Found:173 Checked:5054 Candidates:65831  (MovetoParty Suspense)
Found:173 Checked:5055 Candidates:65830  (MovetoParty UnsuspendedItem)
Found:173 Checked:5056 Candidates:65829  (MovetoParty Vehicle)
Found:173 Checked:5057 Candidates:65828  (MovetoParty VehicleEdited)
Found:173 Checked:5058 Candidates:65827  (MultDocAddBegin AssociatedToClaim)
Found:173 Checked:5059 Candidates:65826  (MultDocAddBegin AssociatedToParty)
Found:173 Checked:5060 Candidates:65825  (MultDocAddBegin AssReRouteQueue)
Found:173 Checked:5061 Candidates:65824  (MultDocAddBegin AssRouteToOffice)
Found:173 Checked:5062 Candidates:65823  (MultDocAddBegin AssToFileHandler)
Found:173 Checked:5063 Candidates:65822  (MultDocAddBegin AudatexReceipt)
Found:173 Checked:5064 Candidates:65821  (MultDocAddBegin ClaimActivityLog)
Found:173 Checked:5065 Candidates:65820  (MultDocAddBegin ClaimClosed)
Found:173 Checked:5066 Candidates:65819  (MultDocAddBegin ClaimEdited)
Found:173 Checked:5067 Candidates:65818  (MultDocAddBegin ClaimReopened)
Found:173 Checked:5068 Candidates:65817  (MultDocAddBegin ClaimReported)
Found:173 Checked:5069 Candidates:65816  (MultDocAddBegin ClaimSetup)
Found:173 Checked:5070 Candidates:65815  (MultDocAddBegin ClaimSummary)
Found:173 Checked:5071 Candidates:65814  (MultDocAddBegin Contact)
Found:173 Checked:5072 Candidates:65813  (MultDocAddBegin COPSCarAsgSentCRP)
Found:173 Checked:5073 Candidates:65812  (MultDocAddBegin COPSCarAsgSentPDR)
Found:173 Checked:5074 Candidates:65811  (MultDocAddBegin Correspondencsent)
Found:173 Checked:5075 Candidates:65810  (MultDocAddBegin Coverage)
Found:173 Checked:5076 Candidates:65809  (MultDocAddBegin DocAddInProgress)
Found:173 Checked:5077 Candidates:65808  (MultDocAddBegin DocumentAdded)
Found:173 Checked:5078 Candidates:65807  (MultDocAddBegin DocumentFiled)
Found:173 Checked:5079 Candidates:65806  (MultDocAddBegin EOBSent)
Found:173 Checked:5080 Candidates:65805  (MultDocAddBegin EORSent)
Found:173 Checked:5081 Candidates:65804  (MultDocAddBegin FYISent)
Found:173 Checked:5082 Candidates:65803  (MultDocAddBegin grpPymtSubmit)
Found:173 Checked:5083 Candidates:65802  (MultDocAddBegin Inbound)
Found:173 Checked:5084 Candidates:65801  (MultDocAddBegin InitialContact)
Found:173 Checked:5085 Candidates:65800  (MultDocAddBegin IsoMatchRpt)
Found:173 Checked:5086 Candidates:65799  (MultDocAddBegin IsoNoMatchRpt)
Found:173 Checked:5087 Candidates:65798  (MultDocAddBegin ItemCompleteDenial)
Found:173 Checked:5088 Candidates:65797  (MultDocAddBegin ItmReAssToFHndler)
Found:173 Checked:5089 Candidates:65796  (MultDocAddBegin LiabilityAnalysis)
Found:173 Checked:5090 Candidates:65795  (MultDocAddBegin ManualDeny)
Found:173 Checked:5091 Candidates:65794  (MultDocAddBegin ManualPayment)
Found:173 Checked:5092 Candidates:65793  (MultDocAddBegin Medical)
Found:173 Checked:5093 Candidates:65792  (MultDocAddBegin Medicare)
Found:173 Checked:5094 Candidates:65791  (MultDocAddBegin MoveFromInvstigatn)
Found:173 Checked:5095 Candidates:65790  (MultDocAddBegin MovetoParty)
Found:173 Checked:5096 Candidates:65789  (MultDocAddBegin MultipleDocAdded)
Found:173 Checked:5097 Candidates:65788  (MultDocAddBegin MutliEOBSent)
Found:173 Checked:5098 Candidates:65787  (MultDocAddBegin Outbound)
Found:173 Checked:5099 Candidates:65786  (MultDocAddBegin OwRetTLWComTtlLoss)
Found:173 Checked:5100 Candidates:65785  (MultDocAddBegin PartyEdited)
Found:173 Checked:5101 Candidates:65784  (MultDocAddBegin PerilActivity)
Found:173 Checked:5102 Candidates:65783  (MultDocAddBegin Perils/Reserves)
Found:173 Checked:5103 Candidates:65782  (MultDocAddBegin ReasonforEscalation)
Found:173 Checked:5104 Candidates:65781  (MultDocAddBegin ReceiptItem)
Found:173 Checked:5105 Candidates:65780  (MultDocAddBegin recordManualPymt)
Found:173 Checked:5106 Candidates:65779  (MultDocAddBegin RefCompPDVE)
Found:173 Checked:5107 Candidates:65778  (MultDocAddBegin Referral)
Found:173 Checked:5108 Candidates:65777  (MultDocAddBegin RefRemFromInbox)
Found:173 Checked:5109 Candidates:65776  (MultDocAddBegin RefRespCSLT)
Found:173 Checked:5110 Candidates:65775  (MultDocAddBegin RefRespGeneral)
Found:173 Checked:5111 Candidates:65774  (MultDocAddBegin RefRespSalvage)
Found:173 Checked:5112 Candidates:65773  (MultDocAddBegin RefSentCRD)
Found:173 Checked:5113 Candidates:65772  (MultDocAddBegin RefSentCSLT)
Found:173 Checked:5114 Candidates:65771  (MultDocAddBegin RefSentGeneral)
Found:173 Checked:5115 Candidates:65770  (MultDocAddBegin RefSentPDVE)
Found:173 Checked:5116 Candidates:65769  (MultDocAddBegin RefSentSalvage)
Found:173 Checked:5117 Candidates:65768  (MultDocAddBegin Rental)
Found:173 Checked:5118 Candidates:65767  (MultDocAddBegin ReturnFrBillAudit)
Found:173 Checked:5119 Candidates:65766  (MultDocAddBegin ReviewRemFromInbox)
Found:173 Checked:5120 Candidates:65765  (MultDocAddBegin RouteToInbox)
Found:173 Checked:5121 Candidates:65764  (MultDocAddBegin Salvage)
Found:173 Checked:5122 Candidates:65763  (MultDocAddBegin SentToBillAudit)
Found:173 Checked:5123 Candidates:65762  (MultDocAddBegin SetupEbillParty)
Found:173 Checked:5124 Candidates:65761  (MultDocAddBegin SuspendedItem)
Found:173 Checked:5125 Candidates:65760  (MultDocAddBegin Suspense)
Found:173 Checked:5126 Candidates:65759  (MultDocAddBegin TLWCompleteTtlLoss)
Found:173 Checked:5127 Candidates:65758  (MultDocAddBegin UnsuspendedItem)
Found:173 Checked:5128 Candidates:65757  (MultDocAddBegin Vehicle)
Found:173 Checked:5129 Candidates:65756  (MultDocAddBegin VehicleEdited)
Found:173 Checked:5130 Candidates:65755  (MultDocAddBegin VehSlvgLogCompltd)
Found:173 Checked:5131 Candidates:65754  (MultDocAddBegin XPayAuthApprv)
Found:173 Checked:5132 Candidates:65753  (MultDocAddBegin XPayAuthLimit)
Found:173 Checked:5133 Candidates:65752  (MultipleDocAdded AssociatedToClaim)
Found:173 Checked:5134 Candidates:65751  (MultipleDocAdded AssociatedToParty)
Found:173 Checked:5135 Candidates:65750  (MultipleDocAdded AssReRouteQueue)
Found:173 Checked:5136 Candidates:65749  (MultipleDocAdded AssRouteToOffice)
Found:173 Checked:5137 Candidates:65748  (MultipleDocAdded AssToFileHandler)
Found:173 Checked:5138 Candidates:65747  (MultipleDocAdded AudatexReceipt)
Found:173 Checked:5139 Candidates:65746  (MultipleDocAdded ClaimActivityLog)
Found:173 Checked:5140 Candidates:65745  (MultipleDocAdded ClaimClosed)
Found:173 Checked:5141 Candidates:65744  (MultipleDocAdded ClaimEdited)
Found:173 Checked:5142 Candidates:65743  (MultipleDocAdded ClaimReopened)
Found:173 Checked:5143 Candidates:65742  (MultipleDocAdded ClaimReported)
Found:173 Checked:5144 Candidates:65741  (MultipleDocAdded ClaimSetup)
Found:173 Checked:5145 Candidates:65740  (MultipleDocAdded ClaimSummary)
Found:173 Checked:5146 Candidates:65739  (MultipleDocAdded Contact)
Found:173 Checked:5147 Candidates:65738  (MultipleDocAdded COPSCarAsgSentCRP)
Found:173 Checked:5148 Candidates:65737  (MultipleDocAdded COPSCarAsgSentPDR)
Found:173 Checked:5149 Candidates:65736  (MultipleDocAdded Correspondencsent)
Found:173 Checked:5150 Candidates:65735  (MultipleDocAdded Coverage)
Found:173 Checked:5151 Candidates:65734  (MultipleDocAdded DocAddInProgress)
Found:173 Checked:5152 Candidates:65733  (MultipleDocAdded DocumentAdded)
Found:173 Checked:5153 Candidates:65732  (MultipleDocAdded DocumentFiled)
Found:173 Checked:5154 Candidates:65731  (MultipleDocAdded EOBSent)
Found:173 Checked:5155 Candidates:65730  (MultipleDocAdded EORSent)
Found:173 Checked:5156 Candidates:65729  (MultipleDocAdded FYISent)
Found:173 Checked:5157 Candidates:65728  (MultipleDocAdded grpPymtSubmit)
Found:173 Checked:5158 Candidates:65727  (MultipleDocAdded Inbound)
Found:173 Checked:5159 Candidates:65726  (MultipleDocAdded InitialContact)
Found:173 Checked:5160 Candidates:65725  (MultipleDocAdded IsoMatchRpt)
Found:173 Checked:5161 Candidates:65724  (MultipleDocAdded IsoNoMatchRpt)
Found:173 Checked:5162 Candidates:65723  (MultipleDocAdded ItemCompleteDenial)
Found:173 Checked:5163 Candidates:65722  (MultipleDocAdded ItmReAssToFHndler)
Found:173 Checked:5164 Candidates:65721  (MultipleDocAdded LiabilityAnalysis)
Found:173 Checked:5165 Candidates:65720  (MultipleDocAdded ManualDeny)
Found:173 Checked:5166 Candidates:65719  (MultipleDocAdded ManualPayment)
Found:173 Checked:5167 Candidates:65718  (MultipleDocAdded Medical)
Found:173 Checked:5168 Candidates:65717  (MultipleDocAdded Medicare)
Found:173 Checked:5169 Candidates:65716  (MultipleDocAdded MoveFromInvstigatn)
Found:173 Checked:5170 Candidates:65715  (MultipleDocAdded MovetoParty)
Found:173 Checked:5171 Candidates:65714  (MultipleDocAdded MultDocAddBegin)
Found:173 Checked:5172 Candidates:65713  (MultipleDocAdded MutliEOBSent)
Found:173 Checked:5173 Candidates:65712  (MultipleDocAdded Outbound)
Found:173 Checked:5174 Candidates:65711  (MultipleDocAdded OwRetTLWComTtlLoss)
Found:173 Checked:5175 Candidates:65710  (MultipleDocAdded PartyEdited)
Found:173 Checked:5176 Candidates:65709  (MultipleDocAdded PerilActivity)
Found:173 Checked:5177 Candidates:65708  (MultipleDocAdded Perils/Reserves)
Found:173 Checked:5178 Candidates:65707  (MultipleDocAdded ReasonforEscalation)
Found:173 Checked:5179 Candidates:65706  (MultipleDocAdded ReceiptItem)
Found:173 Checked:5180 Candidates:65705  (MultipleDocAdded recordManualPymt)
Found:173 Checked:5181 Candidates:65704  (MultipleDocAdded RefCompPDVE)
Found:173 Checked:5182 Candidates:65703  (MultipleDocAdded Referral)
Found:173 Checked:5183 Candidates:65702  (MultipleDocAdded RefRemFromInbox)
Found:173 Checked:5184 Candidates:65701  (MultipleDocAdded RefRespCSLT)
Found:173 Checked:5185 Candidates:65700  (MultipleDocAdded RefRespGeneral)
Found:173 Checked:5186 Candidates:65699  (MultipleDocAdded RefRespSalvage)
Found:173 Checked:5187 Candidates:65698  (MultipleDocAdded RefSentCRD)
Found:173 Checked:5188 Candidates:65697  (MultipleDocAdded RefSentCSLT)
Found:173 Checked:5189 Candidates:65696  (MultipleDocAdded RefSentGeneral)
Found:173 Checked:5190 Candidates:65695  (MultipleDocAdded RefSentPDVE)
Found:173 Checked:5191 Candidates:65694  (MultipleDocAdded RefSentSalvage)
Found:173 Checked:5192 Candidates:65693  (MultipleDocAdded Rental)
Found:173 Checked:5193 Candidates:65692  (MultipleDocAdded ReturnFrBillAudit)
Found:173 Checked:5194 Candidates:65691  (MultipleDocAdded ReviewRemFromInbox)
Found:173 Checked:5195 Candidates:65690  (MultipleDocAdded RouteToInbox)
Found:173 Checked:5196 Candidates:65689  (MultipleDocAdded Salvage)
Found:173 Checked:5197 Candidates:65688  (MultipleDocAdded SentToBillAudit)
Found:173 Checked:5198 Candidates:65687  (MultipleDocAdded SetupEbillParty)
Found:173 Checked:5199 Candidates:65686  (MultipleDocAdded SuspendedItem)
Found:173 Checked:5200 Candidates:65685  (MultipleDocAdded Suspense)
Found:173 Checked:5201 Candidates:65684  (MultipleDocAdded TLWCompleteTtlLoss)
Found:173 Checked:5202 Candidates:65683  (MultipleDocAdded UnsuspendedItem)
Found:173 Checked:5203 Candidates:65682  (MultipleDocAdded Vehicle)
Found:173 Checked:5204 Candidates:65681  (MultipleDocAdded VehicleEdited)
