Starting at 2016-04-04 23:04:05.238902...

	
Parameters:	
Table:claim_events_simple	
Limit Infrequent Events: 1	
Limit Infrequent Pairs: 1	
Prune KL-Divergence: False	
Window: 24	
Laplace Pseudocounts: 1	
P-value Threshold: 0.05	

Found:0 Checked:1 Candidates:10282  (AllegedRemoved AssRouteToOffice)
Found:200 Checked:2103 Candidates:71676  (CloseBlockRemoved RouteToInbox)
Found:200 Checked:2104 Candidates:71675  (CloseBlockRemoved SuspendedItem)
Found:200 Checked:2105 Candidates:71674  (CloseBlockRemoved Suspense)
Found:200 Checked:2106 Candidates:71673  (CloseBlockRemoved UnsuspendedItem)
Found:200 Checked:2107 Candidates:71672  (CloseBlockRemoved Vehicle)
Found:200 Checked:2108 Candidates:71671  (CloseBlockRemoved VehicleEdited)
Found:200 Checked:2109 Candidates:71670  (CloseBlockSet AssRouteToOffice)
Found:200 Checked:2110 Candidates:71669  (CloseBlockSet AssToFileHandler)
Found:200 Checked:2111 Candidates:71668  (CloseBlockSet AudatexReceipt)
Found:200 Checked:2112 Candidates:71667  (CloseBlockSet ClaimActivityLog)
Found:200 Checked:2113 Candidates:71666  (CloseBlockSet ClaimClosed)
Found:200 Checked:2114 Candidates:71665  (CloseBlockSet ClaimEdited)
Found:200 Checked:2115 Candidates:71664  (CloseBlockSet ClaimReported)
Found:200 Checked:2116 Candidates:71663  (CloseBlockSet ClaimSetup)
Found:200 Checked:2117 Candidates:71662  (CloseBlockSet ClaimSummary)
Found:200 Checked:2118 Candidates:71661  (CloseBlockSet CloseBlockRemoved)
Distribution for (CloseBlockSet 16,17 CloseBlockRemoved)
N_a: 5, N_ab: 3, Critical interval: ((16, 17)), P(success): 0.1597, p_value: 0.0316

Found:201 Checked:2119 Candidates:71886  (CloseBlockSet COPSCarAsgSentCRP)
Found:201 Checked:2120 Candidates:71885  (CloseBlockSet Correspondencsent)
Found:201 Checked:2121 Candidates:71884  (CloseBlockSet DocAddInProgress)
Found:201 Checked:2122 Candidates:71883  (CloseBlockSet DocumentAdded)
Found:201 Checked:2123 Candidates:71882  (CloseBlockSet FYISent)
Found:201 Checked:2124 Candidates:71881  (CloseBlockSet Inbound)
Found:201 Checked:2125 Candidates:71880  (CloseBlockSet InitialContact)
Found:201 Checked:2126 Candidates:71879  (CloseBlockSet IsoMatchRpt)
Found:201 Checked:2127 Candidates:71878  (CloseBlockSet LiabilityAnalysis)
Found:201 Checked:2128 Candidates:71877  (CloseBlockSet Outbound)
Found:201 Checked:2129 Candidates:71876  (CloseBlockSet PartyEdited)
Found:201 Checked:2130 Candidates:71875  (CloseBlockSet PerilActivity)
Found:201 Checked:2131 Candidates:71874  (CloseBlockSet Referral)
Distribution for (CloseBlockSet 16,17 Referral)
N_a: 5, N_ab: 3, Critical interval: ((16, 17)), P(success): 0.1597, p_value: 0.0316

Found:202 Checked:2132 Candidates:72101  (CloseBlockSet RefRemFromInbox)
Found:202 Checked:2133 Candidates:72100  (CloseBlockSet RefRespRCC)
Distribution for (CloseBlockSet 16,17 RefRespRCC)
N_a: 5, N_ab: 3, Critical interval: ((16, 17)), P(success): 0.1597, p_value: 0.0316

Found:203 Checked:2134 Candidates:72329  (CloseBlockSet RefSentRCC)
Found:203 Checked:2135 Candidates:72328  (CloseBlockSet Rental)
Found:203 Checked:2136 Candidates:72327  (CloseBlockSet ReviewRemFromInbox)
Found:203 Checked:2137 Candidates:72326  (CloseBlockSet RouteToInbox)
Found:203 Checked:2138 Candidates:72325  (CloseBlockSet SuspendedItem)
Found:203 Checked:2139 Candidates:72324  (CloseBlockSet Suspense)
Found:203 Checked:2140 Candidates:72323  (CloseBlockSet UnsuspendedItem)
Found:203 Checked:2141 Candidates:72322  (CloseBlockSet Vehicle)
Found:203 Checked:2142 Candidates:72321  (CloseBlockSet VehicleEdited)
Found:203 Checked:2143 Candidates:72320  (Contact AssociatedToClaim)
Found:203 Checked:2144 Candidates:72319  (Contact AssociatedToParty)
Found:203 Checked:2145 Candidates:72318  (Contact AssReRouteOffice)
Found:203 Checked:2146 Candidates:72317  (Contact AssReRouteQueue)
Distribution for (Contact 0,1 AssReRouteQueue)
N_a: 13, N_ab: 4, Critical interval: ((0, 1)), P(success): 0.0841, p_value: 0.0192

Found:204 Checked:2147 Candidates:72634  (Contact AssRouteToOffice)
Found:204 Checked:2148 Candidates:72633  (Contact AssToFileHandler)
Distribution for (Contact 1,3 AssToFileHandler)
N_a: 43, N_ab: 12, Critical interval: ((1, 3)), P(success): 0.1620, p_value: 0.0367

Found:205 Checked:2149 Candidates:73056  (Contact AudatexReceipt)
Found:205 Checked:2150 Candidates:73055  (Contact ChangedDocType)
Found:205 Checked:2151 Candidates:73054  (Contact ChangedfromParty)
Found:205 Checked:2152 Candidates:73053  (Contact ChangedtoParty)
Found:205 Checked:2153 Candidates:73052  (Contact ClaimActivityLog)
Found:205 Checked:2154 Candidates:73051  (Contact ClaimClosed)
Distribution for (Contact 1,2 ClaimClosed)
N_a: 15, N_ab: 4, Critical interval: ((1, 2)), P(success): 0.0928, p_value: 0.0440

Found:206 Checked:2155 Candidates:73236  (Contact ClaimEdited)
Found:206 Checked:2156 Candidates:73235  (Contact ClaimReopened)
Found:206 Checked:2157 Candidates:73234  (Contact ClaimReported)
Found:206 Checked:2158 Candidates:73233  (Contact ClaimSecured)
Found:206 Checked:2159 Candidates:73232  (Contact ClaimSentToLFS)
Found:206 Checked:2160 Candidates:73231  (Contact ClaimSetup)
Found:206 Checked:2161 Candidates:73230  (Contact ClaimSummary)
Found:206 Checked:2162 Candidates:73229  (Contact Contact)
Distribution for (Contact 1,4 Contact)
N_a: 84, N_ab: 18, Critical interval: ((1, 4)), P(success): 0.1321, p_value: 0.0248

Found:207 Checked:2163 Candidates:73668  (Contact COPSCarAsgSentCRP)
Found:207 Checked:2164 Candidates:73667  (Contact COPSCarAsgSentPDR)
Found:207 Checked:2165 Candidates:73666  (Contact Correspondencsent)
Found:207 Checked:2166 Candidates:73665  (Contact Coverage)
Found:207 Checked:2167 Candidates:73664  (Contact DocAddInProgress)
Found:207 Checked:2168 Candidates:73663  (Contact DocumentAdded)
Found:207 Checked:2169 Candidates:73662  (Contact DocumentFiled)
Found:207 Checked:2170 Candidates:73661  (Contact EOBSent)
Found:207 Checked:2171 Candidates:73660  (Contact FYISent)
Found:207 Checked:2172 Candidates:73659  (Contact grpPymtSubmit)
Found:207 Checked:2173 Candidates:73658  (Contact Inbound)
Found:207 Checked:2174 Candidates:73657  (Contact InitialContact)
Found:207 Checked:2175 Candidates:73656  (Contact IsoAutUpdRpt)
Found:207 Checked:2176 Candidates:73655  (Contact IsoDataErrRpt)
Found:207 Checked:2177 Candidates:73654  (Contact IsoMatchRpt)
Found:207 Checked:2178 Candidates:73653  (Contact IsoNoMatchRpt)
Found:207 Checked:2179 Candidates:73652  (Contact ItmReAssToFHndler)
Found:207 Checked:2180 Candidates:73651  (Contact LiabilityAnalysis)
Found:207 Checked:2181 Candidates:73650  (Contact makePaymentSubmit)
Found:207 Checked:2182 Candidates:73649  (Contact ManualPayment)
Found:207 Checked:2183 Candidates:73648  (Contact Medical)
Found:207 Checked:2184 Candidates:73647  (Contact Medicare)
Found:207 Checked:2185 Candidates:73646  (Contact MedicareNotify)
Found:207 Checked:2186 Candidates:73645  (Contact MovefromClaim)
Found:207 Checked:2187 Candidates:73644  (Contact MoveFromInvstigatn)
Found:207 Checked:2188 Candidates:73643  (Contact MovefromParty)
Found:207 Checked:2189 Candidates:73642  (Contact MovetoClaim)
Found:207 Checked:2190 Candidates:73641  (Contact MovetoParty)
Found:207 Checked:2191 Candidates:73640  (Contact MultDocAddBegin)
Found:207 Checked:2192 Candidates:73639  (Contact MultipleDocAdded)
Found:207 Checked:2193 Candidates:73638  (Contact NoteTrnsFrm)
Found:207 Checked:2194 Candidates:73637  (Contact Outbound)
Found:207 Checked:2195 Candidates:73636  (Contact OwRetTLWComTtlLoss)
Found:207 Checked:2196 Candidates:73635  (Contact PartyAdded)
Found:207 Checked:2197 Candidates:73634  (Contact PartyEdited)
Found:207 Checked:2198 Candidates:73633  (Contact PaymentBlockSet)
Found:207 Checked:2199 Candidates:73632  (Contact PerilActivity)
Found:207 Checked:2200 Candidates:73631  (Contact Perils/Reserves)
Found:207 Checked:2201 Candidates:73630  (Contact PhvcNotice)
Found:207 Checked:2202 Candidates:73629  (Contact RcvdTranscriptn)
Found:207 Checked:2203 Candidates:73628  (Contact ReasonforEscalation)
Found:207 Checked:2204 Candidates:73627  (Contact ReceiptItem)
Found:207 Checked:2205 Candidates:73626  (Contact recordManualPymt)
Found:207 Checked:2206 Candidates:73625  (Contact RefAssign)
Found:207 Checked:2207 Candidates:73624  (Contact RefCompPDVE)
Found:207 Checked:2208 Candidates:73623  (Contact Referral)
Found:207 Checked:2209 Candidates:73622  (Contact RefRemFromInbox)
Found:207 Checked:2210 Candidates:73621  (Contact RefRespAuthority)
Found:207 Checked:2211 Candidates:73620  (Contact RefRespBTCD)
Found:207 Checked:2212 Candidates:73619  (Contact RefRespCSLT)
Found:207 Checked:2213 Candidates:73618  (Contact RefRespFS)
Found:207 Checked:2214 Candidates:73617  (Contact RefRespGeneral)
Found:207 Checked:2215 Candidates:73616  (Contact RefRespPD)
Found:207 Checked:2216 Candidates:73615  (Contact RefRespPDVE)
Found:207 Checked:2217 Candidates:73614  (Contact RefRespPoliceFire)
Found:207 Checked:2218 Candidates:73613  (Contact RefRespRCC)
Found:207 Checked:2219 Candidates:73612  (Contact RefRespRental)
Found:207 Checked:2220 Candidates:73611  (Contact RefRespSalvage)
Found:207 Checked:2221 Candidates:73610  (Contact RefSentAuthority)
Found:207 Checked:2222 Candidates:73609  (Contact RefSentBTCD)
Found:207 Checked:2223 Candidates:73608  (Contact RefSentCRD)
Found:207 Checked:2224 Candidates:73607  (Contact RefSentCSLT)
Found:207 Checked:2225 Candidates:73606  (Contact RefSentFS)
Found:207 Checked:2226 Candidates:73605  (Contact RefSentGeneral)
Found:207 Checked:2227 Candidates:73604  (Contact RefSentPD)
Found:207 Checked:2228 Candidates:73603  (Contact RefSentPDVE)
Found:207 Checked:2229 Candidates:73602  (Contact RefSentPoliceFire)
Found:207 Checked:2230 Candidates:73601  (Contact RefSentRCC)
Found:207 Checked:2231 Candidates:73600  (Contact RefSentRental)
Found:207 Checked:2232 Candidates:73599  (Contact RefSentSalvage)
Found:207 Checked:2233 Candidates:73598  (Contact Rental)
Found:207 Checked:2234 Candidates:73597  (Contact ReturnFrBillAudit)
Found:207 Checked:2235 Candidates:73596  (Contact ReviewRemFromInbox)
Distribution for (Contact 0,1 ReviewRemFromInbox)
N_a: 25, N_ab: 7, Critical interval: ((0, 1)), P(success): 0.1147, p_value: 0.0193

Found:208 Checked:2236 Candidates:73939  (Contact RiskReviewSent)
Found:208 Checked:2237 Candidates:73938  (Contact RouteToInbox)
Found:208 Checked:2238 Candidates:73937  (Contact RouteToUnAssiMail)
Found:208 Checked:2239 Candidates:73936  (Contact Salvage)
Found:208 Checked:2240 Candidates:73935  (Contact SendTransHigh)
Found:208 Checked:2241 Candidates:73934  (Contact SentToBillAudit)
Found:208 Checked:2242 Candidates:73933  (Contact SetupEbillParty)
Found:208 Checked:2243 Candidates:73932  (Contact Subrogation)
Found:208 Checked:2244 Candidates:73931  (Contact SuspendedItem)
Found:208 Checked:2245 Candidates:73930  (Contact Suspense)
Found:208 Checked:2246 Candidates:73929  (Contact TLWCompleteReprble)
Found:208 Checked:2247 Candidates:73928  (Contact TLWCompleteTtlLoss)
Found:208 Checked:2248 Candidates:73927  (Contact UnsuspendedItem)
Found:208 Checked:2249 Candidates:73926  (Contact updtPymtVoid)
Found:208 Checked:2250 Candidates:73925  (Contact Vehicle)
Distribution for (Contact 1,2 Vehicle)
N_a: 172, N_ab: 32, Critical interval: ((1, 2)), P(success): 0.1381, p_value: 0.0478

Found:209 Checked:2251 Candidates:74524  (Contact VehicleEdited)
Found:209 Checked:2252 Candidates:74523  (Contact VehSlvgLogCompltd)
Found:209 Checked:2253 Candidates:74522  (Contact XPayAuthApprv)
Found:209 Checked:2254 Candidates:74521  (Contact XPayAuthLimit)
Found:209 Checked:2255 Candidates:74520  (COPSCarAsgSentCRP AllegedRemoved)
Found:209 Checked:2256 Candidates:74519  (COPSCarAsgSentCRP applyCreditSubmit)
Found:209 Checked:2257 Candidates:74518  (COPSCarAsgSentCRP AssociatedToClaim)
Found:209 Checked:2258 Candidates:74517  (COPSCarAsgSentCRP AssociatedToParty)
Found:209 Checked:2259 Candidates:74516  (COPSCarAsgSentCRP AssReRouteOffice)
Found:209 Checked:2260 Candidates:74515  (COPSCarAsgSentCRP AssReRouteQueue)
Distribution for (COPSCarAsgSentCRP 0,3 AssReRouteQueue)
N_a: 14, N_ab: 9, Critical interval: ((0, 3)), P(success): 0.3475, p_value: 0.0232

Found:210 Checked:2261 Candidates:74960  (COPSCarAsgSentCRP AssRouteToOffice)
Found:210 Checked:2262 Candidates:74959  (COPSCarAsgSentCRP AssToFileHandler)
Distribution for (COPSCarAsgSentCRP 0,19 AssToFileHandler)
N_a: 66, N_ab: 66, Critical interval: ((0, 19)), P(success): 0.8284, p_value: 0.0000

Found:211 Checked:2263 Candidates:75510  (COPSCarAsgSentCRP AudatexReceipt)
Distribution for (COPSCarAsgSentCRP 0,23 AudatexReceipt)
N_a: 91, N_ab: 91, Critical interval: ((0, 23)), P(success): 0.8819, p_value: 0.0000

Found:212 Checked:2264 Candidates:76059  (COPSCarAsgSentCRP CATContact)
Found:212 Checked:2265 Candidates:76058  (COPSCarAsgSentCRP ChangedDocType)
Found:212 Checked:2266 Candidates:76057  (COPSCarAsgSentCRP ChangedfromParty)
Found:212 Checked:2267 Candidates:76056  (COPSCarAsgSentCRP ChangedtoParty)
Found:212 Checked:2268 Candidates:76055  (COPSCarAsgSentCRP ClaimActivityLog)
Distribution for (COPSCarAsgSentCRP 0,23 ClaimActivityLog)
N_a: 98, N_ab: 98, Critical interval: ((0, 23)), P(success): 0.9160, p_value: 0.0002

Found:213 Checked:2269 Candidates:76660  (COPSCarAsgSentCRP ClaimClosed)
Found:213 Checked:2270 Candidates:76659  (COPSCarAsgSentCRP ClaimEdited)
Distribution for (COPSCarAsgSentCRP 0,23 ClaimEdited)
N_a: 72, N_ab: 72, Critical interval: ((0, 23)), P(success): 0.8807, p_value: 0.0001

Found:214 Checked:2271 Candidates:77202  (COPSCarAsgSentCRP ClaimReopened)
Found:214 Checked:2272 Candidates:77201  (COPSCarAsgSentCRP ClaimReported)
Found:214 Checked:2273 Candidates:77200  (COPSCarAsgSentCRP ClaimSecured)
Found:214 Checked:2274 Candidates:77199  (COPSCarAsgSentCRP ClaimSentToLFS)
Found:214 Checked:2275 Candidates:77198  (COPSCarAsgSentCRP ClaimSetup)
Found:214 Checked:2276 Candidates:77197  (COPSCarAsgSentCRP ClaimSummary)
Found:214 Checked:2277 Candidates:77196  (COPSCarAsgSentCRP ClaimUnsecured)
Found:214 Checked:2278 Candidates:77195  (COPSCarAsgSentCRP CloseBlockRemoved)
Found:214 Checked:2279 Candidates:77194  (COPSCarAsgSentCRP CloseBlockSet)
Found:214 Checked:2280 Candidates:77193  (COPSCarAsgSentCRP Contact)
Distribution for (COPSCarAsgSentCRP 1,21 Contact)
N_a: 22, N_ab: 22, Critical interval: ((1, 21)), P(success): 0.8707, p_value: 0.0475

Found:215 Checked:2281 Candidates:77650  (COPSCarAsgSentCRP COPSCarAsgSentPDR)
Distribution for (COPSCarAsgSentCRP 0,2 COPSCarAsgSentPDR)
N_a: 4, N_ab: 3, Critical interval: ((0, 2)), P(success): 0.2297, p_value: 0.0401

Found:216 Checked:2282 Candidates:77943  (COPSCarAsgSentCRP CorrAssignToHndler)
Found:216 Checked:2283 Candidates:77942  (COPSCarAsgSentCRP Correspondencsent)
Distribution for (COPSCarAsgSentCRP 0,23 Correspondencsent)
N_a: 29, N_ab: 29, Critical interval: ((0, 23)), P(success): 0.8857, p_value: 0.0296

Found:217 Checked:2284 Candidates:78471  (COPSCarAsgSentCRP Coverage)
Found:217 Checked:2285 Candidates:78470  (COPSCarAsgSentCRP DateOfLossChanged)
Found:217 Checked:2286 Candidates:78469  (COPSCarAsgSentCRP DocAddInProgress)
Distribution for (COPSCarAsgSentCRP 0,3 DocAddInProgress)
N_a: 10, N_ab: 7, Critical interval: ((0, 3)), P(success): 0.2939, p_value: 0.0094

Found:218 Checked:2287 Candidates:78784  (COPSCarAsgSentCRP DocumentAdded)
Distribution for (COPSCarAsgSentCRP 0,3 DocumentAdded)
N_a: 10, N_ab: 7, Critical interval: ((0, 3)), P(success): 0.2939, p_value: 0.0094

Found:219 Checked:2288 Candidates:79101  (COPSCarAsgSentCRP DocumentFiled)
Found:219 Checked:2289 Candidates:79100  (COPSCarAsgSentCRP EOBSent)
Found:219 Checked:2290 Candidates:79099  (COPSCarAsgSentCRP EORSent)
Found:219 Checked:2291 Candidates:79098  (COPSCarAsgSentCRP FYISent)
Distribution for (COPSCarAsgSentCRP 0,21 FYISent)
N_a: 25, N_ab: 25, Critical interval: ((0, 21)), P(success): 0.8563, p_value: 0.0207

Found:220 Checked:2292 Candidates:79617  (COPSCarAsgSentCRP grpPymtSubmit)
Found:220 Checked:2293 Candidates:79616  (COPSCarAsgSentCRP Inbound)
Found:220 Checked:2294 Candidates:79615  (COPSCarAsgSentCRP InitialContact)
Distribution for (COPSCarAsgSentCRP 0,21 InitialContact)
N_a: 77, N_ab: 77, Critical interval: ((0, 21)), P(success): 0.8633, p_value: 0.0000

Found:221 Checked:2295 Candidates:80204  (COPSCarAsgSentCRP IsoAutUpdRpt)
Found:221 Checked:2296 Candidates:80203  (COPSCarAsgSentCRP IsoDataErrRpt)
Found:221 Checked:2297 Candidates:80202  (COPSCarAsgSentCRP IsoMatchRpt)
Found:221 Checked:2298 Candidates:80201  (COPSCarAsgSentCRP IsoNoMatchRpt)
Distribution for (COPSCarAsgSentCRP 0,10 IsoNoMatchRpt)
N_a: 7, N_ab: 7, Critical interval: ((0, 10)), P(success): 0.6160, p_value: 0.0337

Found:222 Checked:2299 Candidates:80468  (COPSCarAsgSentCRP ItemCompleteDenial)
Found:222 Checked:2300 Candidates:80467  (COPSCarAsgSentCRP ItmReAssToFHndler)
Distribution for (COPSCarAsgSentCRP 4,8 ItmReAssToFHndler)
N_a: 3, N_ab: 3, Critical interval: ((4, 8)), P(success): 0.3528, p_value: 0.0439

Found:223 Checked:2301 Candidates:80804  (COPSCarAsgSentCRP LiabilityAnalysis)
Distribution for (COPSCarAsgSentCRP 0,23 LiabilityAnalysis)
N_a: 31, N_ab: 31, Critical interval: ((0, 23)), P(success): 0.8788, p_value: 0.0182

Found:224 Checked:2302 Candidates:81281  (COPSCarAsgSentCRP makePaymentSubmit)
Found:224 Checked:2303 Candidates:81280  (COPSCarAsgSentCRP ManualDeny)
Found:224 Checked:2304 Candidates:81279  (COPSCarAsgSentCRP ManualPayment)
Found:224 Checked:2305 Candidates:81278  (COPSCarAsgSentCRP Medical)
Found:224 Checked:2306 Candidates:81277  (COPSCarAsgSentCRP Medicare)
Found:224 Checked:2307 Candidates:81276  (COPSCarAsgSentCRP MedicareNotify)
Found:224 Checked:2308 Candidates:81275  (COPSCarAsgSentCRP MovefromClaim)
Found:224 Checked:2309 Candidates:81274  (COPSCarAsgSentCRP MoveFromInvstigatn)
Found:224 Checked:2310 Candidates:81273  (COPSCarAsgSentCRP MovefromParty)
Found:224 Checked:2311 Candidates:81272  (COPSCarAsgSentCRP MovetoClaim)
Found:224 Checked:2312 Candidates:81271  (COPSCarAsgSentCRP MoveToInvestigatn)
Found:224 Checked:2313 Candidates:81270  (COPSCarAsgSentCRP MovetoParty)
Found:224 Checked:2314 Candidates:81269  (COPSCarAsgSentCRP MultDocAddBegin)
Found:224 Checked:2315 Candidates:81268  (COPSCarAsgSentCRP MultipleDocAdded)
Found:224 Checked:2316 Candidates:81267  (COPSCarAsgSentCRP MutliEOBSent)
Found:224 Checked:2317 Candidates:81266  (COPSCarAsgSentCRP NoteTrnsFrm)
Found:224 Checked:2318 Candidates:81265  (COPSCarAsgSentCRP Outbound)
Distribution for (COPSCarAsgSentCRP 0,23 Outbound)
N_a: 67, N_ab: 67, Critical interval: ((0, 23)), P(success): 0.8849, p_value: 0.0003

Found:225 Checked:2319 Candidates:81782  (COPSCarAsgSentCRP OwRetTLWComTtlLoss)
Found:225 Checked:2320 Candidates:81781  (COPSCarAsgSentCRP PartyAdded)
Found:225 Checked:2321 Candidates:81780  (COPSCarAsgSentCRP PartyEdited)
Distribution for (COPSCarAsgSentCRP 0,5 PartyEdited)
N_a: 30, N_ab: 21, Critical interval: ((0, 5)), P(success): 0.5184, p_value: 0.0340

Found:226 Checked:2322 Candidates:82319  (COPSCarAsgSentCRP PartyMoved)
Found:226 Checked:2323 Candidates:82318  (COPSCarAsgSentCRP PaymentBlockSet)
Found:226 Checked:2324 Candidates:82317  (COPSCarAsgSentCRP PerilActivity)
Distribution for (COPSCarAsgSentCRP 0,17 PerilActivity)
N_a: 43, N_ab: 43, Critical interval: ((0, 17)), P(success): 0.8022, p_value: 0.0001

Found:227 Checked:2325 Candidates:82872  (COPSCarAsgSentCRP Perils/Reserves)
Found:227 Checked:2326 Candidates:82871  (COPSCarAsgSentCRP PhvcNotice)
Found:227 Checked:2327 Candidates:82870  (COPSCarAsgSentCRP PolicyNumberChange)
Found:227 Checked:2328 Candidates:82869  (COPSCarAsgSentCRP RcvdTranscriptn)
Found:227 Checked:2329 Candidates:82868  (COPSCarAsgSentCRP ReasonforEscalation)
Found:227 Checked:2330 Candidates:82867  (COPSCarAsgSentCRP ReceiptItem)
Found:227 Checked:2331 Candidates:82866  (COPSCarAsgSentCRP RecordedStatementSu)
Found:227 Checked:2332 Candidates:82865  (COPSCarAsgSentCRP recordManualPymt)
Found:227 Checked:2333 Candidates:82864  (COPSCarAsgSentCRP RefAssign)
Distribution for (COPSCarAsgSentCRP 1,3 RefAssign)
N_a: 4, N_ab: 3, Critical interval: ((1, 3)), P(success): 0.2297, p_value: 0.0401

Found:228 Checked:2334 Candidates:83043  (COPSCarAsgSentCRP RefCompPDVE)
Found:228 Checked:2335 Candidates:83042  (COPSCarAsgSentCRP RefCompRCC)
Found:228 Checked:2336 Candidates:83041  (COPSCarAsgSentCRP Referral)
Distribution for (COPSCarAsgSentCRP 0,22 Referral)
N_a: 25, N_ab: 25, Critical interval: ((0, 22)), P(success): 0.8826, p_value: 0.0441

Found:229 Checked:2337 Candidates:83608  (COPSCarAsgSentCRP RefRemFromInbox)
Distribution for (COPSCarAsgSentCRP 0,11 RefRemFromInbox)
N_a: 7, N_ab: 7, Critical interval: ((0, 11)), P(success): 0.6480, p_value: 0.0480

Found:230 Checked:2338 Candidates:84051  (COPSCarAsgSentCRP RefRespAuthority)
Found:230 Checked:2339 Candidates:84050  (COPSCarAsgSentCRP RefRespBTCD)
Found:230 Checked:2340 Candidates:84049  (COPSCarAsgSentCRP RefRespCSLT)
Found:230 Checked:2341 Candidates:84048  (COPSCarAsgSentCRP RefRespFS)
Found:230 Checked:2342 Candidates:84047  (COPSCarAsgSentCRP RefRespGeneral)
Found:230 Checked:2343 Candidates:84046  (COPSCarAsgSentCRP RefRespPD)
Found:230 Checked:2344 Candidates:84045  (COPSCarAsgSentCRP RefRespPDVE)
Found:230 Checked:2345 Candidates:84044  (COPSCarAsgSentCRP RefRespPoliceFire)
Distribution for (COPSCarAsgSentCRP 1,2 RefRespPoliceFire)
N_a: 5, N_ab: 3, Critical interval: ((1, 2)), P(success): 0.1597, p_value: 0.0316

Found:231 Checked:2346 Candidates:84367  (COPSCarAsgSentCRP RefRespRCC)
Found:231 Checked:2347 Candidates:84366  (COPSCarAsgSentCRP RefRespRental)
Found:231 Checked:2348 Candidates:84365  (COPSCarAsgSentCRP RefRespSalvage)
Found:231 Checked:2349 Candidates:84364  (COPSCarAsgSentCRP RefSentAuthority)
Found:231 Checked:2350 Candidates:84363  (COPSCarAsgSentCRP RefSentBTCD)
Found:231 Checked:2351 Candidates:84362  (COPSCarAsgSentCRP RefSentCRD)
Found:231 Checked:2352 Candidates:84361  (COPSCarAsgSentCRP RefSentCSLT)
Distribution for (COPSCarAsgSentCRP 1,5 RefSentCSLT)
N_a: 3, N_ab: 3, Critical interval: ((1, 5)), P(success): 0.3528, p_value: 0.0439

Found:232 Checked:2353 Candidates:84732  (COPSCarAsgSentCRP RefSentFS)
Found:232 Checked:2354 Candidates:84731  (COPSCarAsgSentCRP RefSentGeneral)
Distribution for (COPSCarAsgSentCRP 1,5 RefSentGeneral)
N_a: 3, N_ab: 3, Critical interval: ((1, 5)), P(success): 0.3528, p_value: 0.0439

Found:233 Checked:2355 Candidates:85084  (COPSCarAsgSentCRP RefSentPD)
Found:233 Checked:2356 Candidates:85083  (COPSCarAsgSentCRP RefSentPDVE)
Found:233 Checked:2357 Candidates:85082  (COPSCarAsgSentCRP RefSentPoliceFire)
Found:233 Checked:2358 Candidates:85081  (COPSCarAsgSentCRP RefSentRCC)
Found:233 Checked:2359 Candidates:85080  (COPSCarAsgSentCRP RefSentRental)
Found:233 Checked:2360 Candidates:85079  (COPSCarAsgSentCRP RefSentSalvage)
Found:233 Checked:2361 Candidates:85078  (COPSCarAsgSentCRP Rental)
Distribution for (COPSCarAsgSentCRP 1,23 Rental)
N_a: 24, N_ab: 24, Critical interval: ((1, 23)), P(success): 0.8772, p_value: 0.0431

Found:234 Checked:2362 Candidates:85603  (COPSCarAsgSentCRP ReturnFrBillAudit)
Found:234 Checked:2363 Candidates:85602  (COPSCarAsgSentCRP ReviewRemFromInbox)
Distribution for (COPSCarAsgSentCRP 0,23 ReviewRemFromInbox)
N_a: 47, N_ab: 47, Critical interval: ((0, 23)), P(success): 0.8779, p_value: 0.0022

Found:235 Checked:2364 Candidates:86155  (COPSCarAsgSentCRP RiskReviewSent)
Found:235 Checked:2365 Candidates:86154  (COPSCarAsgSentCRP RouteToInbox)
Distribution for (COPSCarAsgSentCRP 1,3 RouteToInbox)
N_a: 11, N_ab: 6, Critical interval: ((1, 3)), P(success): 0.2297, p_value: 0.0230

Found:236 Checked:2366 Candidates:86627  (COPSCarAsgSentCRP RouteToUnAssiMail)
Found:236 Checked:2367 Candidates:86626  (COPSCarAsgSentCRP Salvage)
Found:236 Checked:2368 Candidates:86625  (COPSCarAsgSentCRP SendTransHigh)
Found:236 Checked:2369 Candidates:86624  (COPSCarAsgSentCRP SentToBillAudit)
Found:236 Checked:2370 Candidates:86623  (COPSCarAsgSentCRP SetupEbillParty)
Found:236 Checked:2371 Candidates:86622  (COPSCarAsgSentCRP Subrogation)
Found:236 Checked:2372 Candidates:86621  (COPSCarAsgSentCRP SuspendedItem)
Distribution for (COPSCarAsgSentCRP 0,23 SuspendedItem)
N_a: 185, N_ab: 185, Critical interval: ((0, 23)), P(success): 0.8826, p_value: 0.0000

Found:237 Checked:2373 Candidates:87298  (COPSCarAsgSentCRP Suspense)
Distribution for (COPSCarAsgSentCRP 0,23 Suspense)
N_a: 134, N_ab: 134, Critical interval: ((0, 23)), P(success): 0.8819, p_value: 0.0000

Found:238 Checked:2374 Candidates:87945  (COPSCarAsgSentCRP TLWCompleteReprble)
Found:238 Checked:2375 Candidates:87944  (COPSCarAsgSentCRP TLWCompleteTtlLoss)
Found:238 Checked:2376 Candidates:87943  (COPSCarAsgSentCRP TLWReopened)
Found:238 Checked:2377 Candidates:87942  (COPSCarAsgSentCRP UnsuspendedItem)
Distribution for (COPSCarAsgSentCRP 0,22 UnsuspendedItem)
