Starting at 2016-04-06 23:35:45.603326...

	
Parameters:	
Table:claim_events_simple	
Limit Infrequent Events: 1	
Limit Infrequent Pairs: 1	
Prune KL-Divergence: False	
Window: 24	
Laplace Pseudocounts: 1	
P-value Threshold: 0.01	

Found:0 Checked:1 Candidates:10282  (AllegedRemoved AssRouteToOffice)
Found:191 Checked:3676 Candidates:74637  (InitialContact RefSentFS)
Found:191 Checked:3677 Candidates:74636  (InitialContact RefSentGeneral)
Found:191 Checked:3678 Candidates:74635  (InitialContact RefSentPD)
Found:191 Checked:3679 Candidates:74634  (InitialContact RefSentPDVE)
Found:191 Checked:3680 Candidates:74633  (InitialContact RefSentPoliceFire)
Found:191 Checked:3681 Candidates:74632  (InitialContact RefSentRCC)
Found:191 Checked:3682 Candidates:74631  (InitialContact RefSentRental)
Found:191 Checked:3683 Candidates:74630  (InitialContact RefSentSalvage)
Found:191 Checked:3684 Candidates:74629  (InitialContact Rental)
Found:191 Checked:3685 Candidates:74628  (InitialContact ReturnFrBillAudit)
Found:191 Checked:3686 Candidates:74627  (InitialContact ReviewRemFromInbox)
Distribution for (InitialContact 0,4 ReviewRemFromInbox)
N_a: 48, N_ab: 26, Critical interval: ((0, 4)), P(success): 0.3031, p_value: 0.0005

Found:192 Checked:3687 Candidates:75126  (InitialContact RiskReviewSent)
Found:192 Checked:3688 Candidates:75125  (InitialContact RouteToInbox)
Found:192 Checked:3689 Candidates:75124  (InitialContact RouteToUnAssiMail)
Found:192 Checked:3690 Candidates:75123  (InitialContact Salvage)
Found:192 Checked:3691 Candidates:75122  (InitialContact SendTransHigh)
Found:192 Checked:3692 Candidates:75121  (InitialContact SentToBillAudit)
Found:192 Checked:3693 Candidates:75120  (InitialContact SetupEbillParty)
Found:192 Checked:3694 Candidates:75119  (InitialContact Subrogation)
Found:192 Checked:3695 Candidates:75118  (InitialContact SuspendedItem)
Distribution for (InitialContact 0,5 SuspendedItem)
N_a: 235, N_ab: 102, Critical interval: ((0, 5)), P(success): 0.3427, p_value: 0.0023

Found:193 Checked:3696 Candidates:75707  (InitialContact Suspense)
Distribution for (InitialContact 0,3 Suspense)
N_a: 148, N_ab: 54, Critical interval: ((0, 3)), P(success): 0.2457, p_value: 0.0008

Found:194 Checked:3697 Candidates:76264  (InitialContact TLWCompleteReprble)
Found:194 Checked:3698 Candidates:76263  (InitialContact TLWCompleteTtlLoss)
Found:194 Checked:3699 Candidates:76262  (InitialContact TLWReopened)
Found:194 Checked:3700 Candidates:76261  (InitialContact UnsuspendedItem)
Found:194 Checked:3701 Candidates:76260  (InitialContact updtPymtVoid)
Found:194 Checked:3702 Candidates:76259  (InitialContact Vehicle)
Found:194 Checked:3703 Candidates:76258  (InitialContact VehicleEdited)
Found:194 Checked:3704 Candidates:76257  (InitialContact VehSlvgLogCompltd)
Found:194 Checked:3705 Candidates:76256  (InitialContact XPayAuthApprv)
Found:194 Checked:3706 Candidates:76255  (InitialContact XPayAuthEscalate)
Found:194 Checked:3707 Candidates:76254  (InitialContact XPayAuthLimit)
Found:194 Checked:3708 Candidates:76253  (IsoAutUpdRpt AssociatedToClaim)
Found:194 Checked:3709 Candidates:76252  (IsoAutUpdRpt AssociatedToParty)
Found:194 Checked:3710 Candidates:76251  (IsoAutUpdRpt AssReRouteQueue)
Found:194 Checked:3711 Candidates:76250  (IsoAutUpdRpt AssRouteToOffice)
Found:194 Checked:3712 Candidates:76249  (IsoAutUpdRpt AssToFileHandler)
Found:194 Checked:3713 Candidates:76248  (IsoAutUpdRpt AudatexReceipt)
Found:194 Checked:3714 Candidates:76247  (IsoAutUpdRpt ClaimActivityLog)
Found:194 Checked:3715 Candidates:76246  (IsoAutUpdRpt ClaimClosed)
Found:194 Checked:3716 Candidates:76245  (IsoAutUpdRpt ClaimEdited)
Found:194 Checked:3717 Candidates:76244  (IsoAutUpdRpt ClaimReported)
Found:194 Checked:3718 Candidates:76243  (IsoAutUpdRpt ClaimSecured)
Found:194 Checked:3719 Candidates:76242  (IsoAutUpdRpt ClaimSetup)
Found:194 Checked:3720 Candidates:76241  (IsoAutUpdRpt ClaimSummary)
Found:194 Checked:3721 Candidates:76240  (IsoAutUpdRpt ClaimUnsecured)
Found:194 Checked:3722 Candidates:76239  (IsoAutUpdRpt Contact)
Found:194 Checked:3723 Candidates:76238  (IsoAutUpdRpt COPSCarAsgSentCRP)
Found:194 Checked:3724 Candidates:76237  (IsoAutUpdRpt Correspondencsent)
Found:194 Checked:3725 Candidates:76236  (IsoAutUpdRpt Coverage)
Found:194 Checked:3726 Candidates:76235  (IsoAutUpdRpt DocumentFiled)
Found:194 Checked:3727 Candidates:76234  (IsoAutUpdRpt FYISent)
Found:194 Checked:3728 Candidates:76233  (IsoAutUpdRpt grpPymtSubmit)
Found:194 Checked:3729 Candidates:76232  (IsoAutUpdRpt Inbound)
Found:194 Checked:3730 Candidates:76231  (IsoAutUpdRpt InitialContact)
Found:194 Checked:3731 Candidates:76230  (IsoAutUpdRpt IsoMatchRpt)
Found:194 Checked:3732 Candidates:76229  (IsoAutUpdRpt LiabilityAnalysis)
Found:194 Checked:3733 Candidates:76228  (IsoAutUpdRpt makePaymentSubmit)
Found:194 Checked:3734 Candidates:76227  (IsoAutUpdRpt Outbound)
Found:194 Checked:3735 Candidates:76226  (IsoAutUpdRpt PartyEdited)
Found:194 Checked:3736 Candidates:76225  (IsoAutUpdRpt PerilActivity)
Found:194 Checked:3737 Candidates:76224  (IsoAutUpdRpt Perils/Reserves)
Found:194 Checked:3738 Candidates:76223  (IsoAutUpdRpt ReceiptItem)
Found:194 Checked:3739 Candidates:76222  (IsoAutUpdRpt RefAssign)
Found:194 Checked:3740 Candidates:76221  (IsoAutUpdRpt RefCompPDVE)
Found:194 Checked:3741 Candidates:76220  (IsoAutUpdRpt Referral)
Found:194 Checked:3742 Candidates:76219  (IsoAutUpdRpt RefRemFromInbox)
Found:194 Checked:3743 Candidates:76218  (IsoAutUpdRpt RefRespRental)
Found:194 Checked:3744 Candidates:76217  (IsoAutUpdRpt RefSentPDVE)
Found:194 Checked:3745 Candidates:76216  (IsoAutUpdRpt RefSentRental)
Found:194 Checked:3746 Candidates:76215  (IsoAutUpdRpt Rental)
Found:194 Checked:3747 Candidates:76214  (IsoAutUpdRpt ReviewRemFromInbox)
Found:194 Checked:3748 Candidates:76213  (IsoAutUpdRpt RouteToInbox)
Found:194 Checked:3749 Candidates:76212  (IsoAutUpdRpt SuspendedItem)
Found:194 Checked:3750 Candidates:76211  (IsoAutUpdRpt Suspense)
Found:194 Checked:3751 Candidates:76210  (IsoAutUpdRpt UnsuspendedItem)
Found:194 Checked:3752 Candidates:76209  (IsoAutUpdRpt Vehicle)
Found:194 Checked:3753 Candidates:76208  (IsoAutUpdRpt VehicleEdited)
Found:194 Checked:3754 Candidates:76207  (IsoDataErrRpt AssociatedToClaim)
Found:194 Checked:3755 Candidates:76206  (IsoDataErrRpt AssociatedToParty)
Found:194 Checked:3756 Candidates:76205  (IsoDataErrRpt AssReRouteQueue)
Found:194 Checked:3757 Candidates:76204  (IsoDataErrRpt AssRouteToOffice)
Found:194 Checked:3758 Candidates:76203  (IsoDataErrRpt AssToFileHandler)
Found:194 Checked:3759 Candidates:76202  (IsoDataErrRpt AudatexReceipt)
Found:194 Checked:3760 Candidates:76201  (IsoDataErrRpt ClaimActivityLog)
Found:194 Checked:3761 Candidates:76200  (IsoDataErrRpt ClaimClosed)
Found:194 Checked:3762 Candidates:76199  (IsoDataErrRpt ClaimEdited)
Found:194 Checked:3763 Candidates:76198  (IsoDataErrRpt ClaimReported)
Found:194 Checked:3764 Candidates:76197  (IsoDataErrRpt ClaimSetup)
Found:194 Checked:3765 Candidates:76196  (IsoDataErrRpt ClaimSummary)
Found:194 Checked:3766 Candidates:76195  (IsoDataErrRpt Contact)
Found:194 Checked:3767 Candidates:76194  (IsoDataErrRpt COPSCarAsgSentCRP)
Found:194 Checked:3768 Candidates:76193  (IsoDataErrRpt Correspondencsent)
Found:194 Checked:3769 Candidates:76192  (IsoDataErrRpt Coverage)
Found:194 Checked:3770 Candidates:76191  (IsoDataErrRpt DateOfLossChanged)
Found:194 Checked:3771 Candidates:76190  (IsoDataErrRpt DocAddInProgress)
Found:194 Checked:3772 Candidates:76189  (IsoDataErrRpt DocumentAdded)
Found:194 Checked:3773 Candidates:76188  (IsoDataErrRpt DocumentFiled)
Found:194 Checked:3774 Candidates:76187  (IsoDataErrRpt FYISent)
Found:194 Checked:3775 Candidates:76186  (IsoDataErrRpt grpPymtSubmit)
Found:194 Checked:3776 Candidates:76185  (IsoDataErrRpt Inbound)
Found:194 Checked:3777 Candidates:76184  (IsoDataErrRpt InitialContact)
Found:194 Checked:3778 Candidates:76183  (IsoDataErrRpt IsoDataErrRpt)
Found:194 Checked:3779 Candidates:76182  (IsoDataErrRpt IsoMatchRpt)
Found:194 Checked:3780 Candidates:76181  (IsoDataErrRpt IsoNoMatchRpt)
Found:194 Checked:3781 Candidates:76180  (IsoDataErrRpt LiabilityAnalysis)
Found:194 Checked:3782 Candidates:76179  (IsoDataErrRpt makePaymentSubmit)
Found:194 Checked:3783 Candidates:76178  (IsoDataErrRpt MovefromParty)
Found:194 Checked:3784 Candidates:76177  (IsoDataErrRpt MovetoParty)
Found:194 Checked:3785 Candidates:76176  (IsoDataErrRpt Outbound)
Found:194 Checked:3786 Candidates:76175  (IsoDataErrRpt PartyEdited)
Found:194 Checked:3787 Candidates:76174  (IsoDataErrRpt PerilActivity)
Found:194 Checked:3788 Candidates:76173  (IsoDataErrRpt ReasonforEscalation)
Found:194 Checked:3789 Candidates:76172  (IsoDataErrRpt ReceiptItem)
Found:194 Checked:3790 Candidates:76171  (IsoDataErrRpt Rental)
Found:194 Checked:3791 Candidates:76170  (IsoDataErrRpt ReviewRemFromInbox)
Found:194 Checked:3792 Candidates:76169  (IsoDataErrRpt RouteToInbox)
Found:194 Checked:3793 Candidates:76168  (IsoDataErrRpt RouteToUnAssiMail)
Found:194 Checked:3794 Candidates:76167  (IsoDataErrRpt SuspendedItem)
Found:194 Checked:3795 Candidates:76166  (IsoDataErrRpt Suspense)
Found:194 Checked:3796 Candidates:76165  (IsoDataErrRpt UnsuspendedItem)
Found:194 Checked:3797 Candidates:76164  (IsoDataErrRpt Vehicle)
Found:194 Checked:3798 Candidates:76163  (IsoDataErrRpt VehicleEdited)
Found:194 Checked:3799 Candidates:76162  (IsoMatchRpt applyCreditSubmit)
Found:194 Checked:3800 Candidates:76161  (IsoMatchRpt AssociatedToClaim)
Found:194 Checked:3801 Candidates:76160  (IsoMatchRpt AssociatedToParty)
Found:194 Checked:3802 Candidates:76159  (IsoMatchRpt AssReRouteQueue)
Found:194 Checked:3803 Candidates:76158  (IsoMatchRpt AssRouteToOffice)
Found:194 Checked:3804 Candidates:76157  (IsoMatchRpt AssToFileHandler)
Distribution for (IsoMatchRpt 0,20 AssToFileHandler)
N_a: 45, N_ab: 44, Critical interval: ((0, 20)), P(success): 0.8447, p_value: 0.0047

Found:195 Checked:3805 Candidates:76694  (IsoMatchRpt AudatexReceipt)
Found:195 Checked:3806 Candidates:76693  (IsoMatchRpt CATContact)
Found:195 Checked:3807 Candidates:76692  (IsoMatchRpt ChangedDocType)
Found:195 Checked:3808 Candidates:76691  (IsoMatchRpt ClaimActivityLog)
Distribution for (IsoMatchRpt 1,3 ClaimActivityLog)
N_a: 65, N_ab: 29, Critical interval: ((1, 3)), P(success): 0.2985, p_value: 0.0083

Found:196 Checked:3809 Candidates:77252  (IsoMatchRpt ClaimClosed)
Found:196 Checked:3810 Candidates:77251  (IsoMatchRpt ClaimEdited)
Distribution for (IsoMatchRpt 0,7 ClaimEdited)
N_a: 45, N_ab: 32, Critical interval: ((0, 7)), P(success): 0.5010, p_value: 0.0034

Found:197 Checked:3811 Candidates:77786  (IsoMatchRpt ClaimReopened)
Found:197 Checked:3812 Candidates:77785  (IsoMatchRpt ClaimReported)
Found:197 Checked:3813 Candidates:77784  (IsoMatchRpt ClaimSecured)
Found:197 Checked:3814 Candidates:77783  (IsoMatchRpt ClaimSetup)
Found:197 Checked:3815 Candidates:77782  (IsoMatchRpt ClaimSummary)
Found:197 Checked:3816 Candidates:77781  (IsoMatchRpt ClaimUnsecured)
Found:197 Checked:3817 Candidates:77780  (IsoMatchRpt CloseBlockRemoved)
Found:197 Checked:3818 Candidates:77779  (IsoMatchRpt CloseBlockSet)
Found:197 Checked:3819 Candidates:77778  (IsoMatchRpt Contact)
Found:197 Checked:3820 Candidates:77777  (IsoMatchRpt COPSCarAsgSentCRP)
Distribution for (IsoMatchRpt 1,6 COPSCarAsgSentCRP)
N_a: 41, N_ab: 25, Critical interval: ((1, 6)), P(success): 0.3842, p_value: 0.0028

Found:198 Checked:3821 Candidates:78292  (IsoMatchRpt COPSCarAsgSentPDR)
Found:198 Checked:3822 Candidates:78291  (IsoMatchRpt CorrAssignToHndler)
Found:198 Checked:3823 Candidates:78290  (IsoMatchRpt Correspondencsent)
Found:198 Checked:3824 Candidates:78289  (IsoMatchRpt Coverage)
Found:198 Checked:3825 Candidates:78288  (IsoMatchRpt DateOfLossChanged)
Found:198 Checked:3826 Candidates:78287  (IsoMatchRpt DocAddInProgress)
Distribution for (IsoMatchRpt 0,4 DocAddInProgress)
N_a: 15, N_ab: 10, Critical interval: ((0, 4)), P(success): 0.3280, p_value: 0.0075

Found:199 Checked:3827 Candidates:78734  (IsoMatchRpt DocumentAdded)
Distribution for (IsoMatchRpt 0,4 DocumentAdded)
N_a: 15, N_ab: 10, Critical interval: ((0, 4)), P(success): 0.3280, p_value: 0.0075

Found:200 Checked:3828 Candidates:79183  (IsoMatchRpt DocumentFiled)
Found:200 Checked:3829 Candidates:79182  (IsoMatchRpt EOBSent)
Found:200 Checked:3830 Candidates:79181  (IsoMatchRpt EORSent)
Found:200 Checked:3831 Candidates:79180  (IsoMatchRpt FYISent)
Found:200 Checked:3832 Candidates:79179  (IsoMatchRpt grpPymtSubmit)
Found:200 Checked:3833 Candidates:79178  (IsoMatchRpt Inbound)
Found:200 Checked:3834 Candidates:79177  (IsoMatchRpt InitialContact)
Distribution for (IsoMatchRpt 0,3 InitialContact)
N_a: 48, N_ab: 23, Critical interval: ((0, 3)), P(success): 0.2968, p_value: 0.0059

Found:201 Checked:3835 Candidates:79712  (IsoMatchRpt IsoAutUpdRpt)
Found:201 Checked:3836 Candidates:79711  (IsoMatchRpt IsoDataErrRpt)
Found:201 Checked:3837 Candidates:79710  (IsoMatchRpt IsoMatchRpt)
Found:201 Checked:3838 Candidates:79709  (IsoMatchRpt IsoNoMatchRpt)
Found:201 Checked:3839 Candidates:79708  (IsoMatchRpt ItemCompleteDenial)
Found:201 Checked:3840 Candidates:79707  (IsoMatchRpt ItmReAssToFHndler)
Found:201 Checked:3841 Candidates:79706  (IsoMatchRpt LiabilityAnalysis)
Distribution for (IsoMatchRpt 0,6 LiabilityAnalysis)
N_a: 33, N_ab: 24, Critical interval: ((0, 6)), P(success): 0.4245, p_value: 0.0004

Found:202 Checked:3842 Candidates:80229  (IsoMatchRpt makePaymentSubmit)
Found:202 Checked:3843 Candidates:80228  (IsoMatchRpt ManualDeny)
Found:202 Checked:3844 Candidates:80227  (IsoMatchRpt ManualPayment)
Found:202 Checked:3845 Candidates:80226  (IsoMatchRpt Medical)
Found:202 Checked:3846 Candidates:80225  (IsoMatchRpt Medicare)
Found:202 Checked:3847 Candidates:80224  (IsoMatchRpt MedicareNotify)
Found:202 Checked:3848 Candidates:80223  (IsoMatchRpt MoveFromInvstigatn)
Found:202 Checked:3849 Candidates:80222  (IsoMatchRpt MovefromParty)
Found:202 Checked:3850 Candidates:80221  (IsoMatchRpt MovetoClaim)
Found:202 Checked:3851 Candidates:80220  (IsoMatchRpt MoveToInvestigatn)
Found:202 Checked:3852 Candidates:80219  (IsoMatchRpt MovetoParty)
Found:202 Checked:3853 Candidates:80218  (IsoMatchRpt MultDocAddBegin)
Found:202 Checked:3854 Candidates:80217  (IsoMatchRpt MultipleDocAdded)
Found:202 Checked:3855 Candidates:80216  (IsoMatchRpt MutliEOBSent)
Found:202 Checked:3856 Candidates:80215  (IsoMatchRpt Outbound)
Distribution for (IsoMatchRpt 1,7 Outbound)
N_a: 32, N_ab: 23, Critical interval: ((1, 7)), P(success): 0.4991, p_value: 0.0098

Found:203 Checked:3857 Candidates:80702  (IsoMatchRpt PartyAdded)
Found:203 Checked:3858 Candidates:80701  (IsoMatchRpt PartyEdited)
Found:203 Checked:3859 Candidates:80700  (IsoMatchRpt PaymentBlockSet)
Found:203 Checked:3860 Candidates:80699  (IsoMatchRpt PerilActivity)
Distribution for (IsoMatchRpt 0,2 PerilActivity)
N_a: 34, N_ab: 15, Critical interval: ((0, 2)), P(success): 0.2367, p_value: 0.0069

Found:204 Checked:3861 Candidates:81238  (IsoMatchRpt Perils/Reserves)
Found:204 Checked:3862 Candidates:81237  (IsoMatchRpt PolicyNumberChange)
Found:204 Checked:3863 Candidates:81236  (IsoMatchRpt ReasonforEscalation)
Found:204 Checked:3864 Candidates:81235  (IsoMatchRpt ReceiptItem)
Found:204 Checked:3865 Candidates:81234  (IsoMatchRpt recordManualPymt)
Found:204 Checked:3866 Candidates:81233  (IsoMatchRpt RefAssign)
Found:204 Checked:3867 Candidates:81232  (IsoMatchRpt RefCompPDVE)
Found:204 Checked:3868 Candidates:81231  (IsoMatchRpt RefCompRCC)
Found:204 Checked:3869 Candidates:81230  (IsoMatchRpt Referral)
Found:204 Checked:3870 Candidates:81229  (IsoMatchRpt RefRemFromInbox)
Found:204 Checked:3871 Candidates:81228  (IsoMatchRpt RefRespCSLT)
Found:204 Checked:3872 Candidates:81227  (IsoMatchRpt RefRespGeneral)
Found:204 Checked:3873 Candidates:81226  (IsoMatchRpt RefRespPoliceFire)
Found:204 Checked:3874 Candidates:81225  (IsoMatchRpt RefRespRCC)
Found:204 Checked:3875 Candidates:81224  (IsoMatchRpt RefRespRental)
Found:204 Checked:3876 Candidates:81223  (IsoMatchRpt RefRespSalvage)
Found:204 Checked:3877 Candidates:81222  (IsoMatchRpt RefSentCRD)
Found:204 Checked:3878 Candidates:81221  (IsoMatchRpt RefSentCSLT)
Found:204 Checked:3879 Candidates:81220  (IsoMatchRpt RefSentGeneral)
Found:204 Checked:3880 Candidates:81219  (IsoMatchRpt RefSentPDVE)
Found:204 Checked:3881 Candidates:81218  (IsoMatchRpt RefSentPoliceFire)
Found:204 Checked:3882 Candidates:81217  (IsoMatchRpt RefSentRCC)
Found:204 Checked:3883 Candidates:81216  (IsoMatchRpt RefSentRental)
Found:204 Checked:3884 Candidates:81215  (IsoMatchRpt RefSentSalvage)
Found:204 Checked:3885 Candidates:81214  (IsoMatchRpt Rental)
Found:204 Checked:3886 Candidates:81213  (IsoMatchRpt ReturnFrBillAudit)
Found:204 Checked:3887 Candidates:81212  (IsoMatchRpt ReviewRemFromInbox)
Distribution for (IsoMatchRpt 0,13 ReviewRemFromInbox)
N_a: 62, N_ab: 52, Critical interval: ((0, 13)), P(success): 0.6916, p_value: 0.0065

Found:205 Checked:3888 Candidates:81767  (IsoMatchRpt RouteToInbox)
Found:205 Checked:3889 Candidates:81766  (IsoMatchRpt SentToBillAudit)
Found:205 Checked:3890 Candidates:81765  (IsoMatchRpt SetupEbillParty)
Found:205 Checked:3891 Candidates:81764  (IsoMatchRpt SuspendedItem)
Distribution for (IsoMatchRpt 0,8 SuspendedItem)
N_a: 80, N_ab: 55, Critical interval: ((0, 8)), P(success): 0.5426, p_value: 0.0059

Found:206 Checked:3892 Candidates:82343  (IsoMatchRpt Suspense)
Distribution for (IsoMatchRpt 0,10 Suspense)
N_a: 62, N_ab: 48, Critical interval: ((0, 10)), P(success): 0.6115, p_value: 0.0050

Found:207 Checked:3893 Candidates:82900  (IsoMatchRpt TLWCompleteReprble)
Found:207 Checked:3894 Candidates:82899  (IsoMatchRpt TLWCompleteTtlLoss)
Found:207 Checked:3895 Candidates:82898  (IsoMatchRpt UnsuspendedItem)
Distribution for (IsoMatchRpt 11,18 UnsuspendedItem)
N_a: 11, N_ab: 10, Critical interval: ((11, 18)), P(success): 0.5015, p_value: 0.0060

Found:208 Checked:3896 Candidates:83295  (IsoMatchRpt updtPymtVoid)
Found:208 Checked:3897 Candidates:83294  (IsoMatchRpt Vehicle)
Found:208 Checked:3898 Candidates:83293  (IsoMatchRpt VehicleEdited)
Found:208 Checked:3899 Candidates:83292  (IsoMatchRpt VehSlvgLogCompltd)
Found:208 Checked:3900 Candidates:83291  (IsoMatchRpt XPayAuthApprv)
Found:208 Checked:3901 Candidates:83290  (IsoMatchRpt XPayAuthEscalate)
Found:208 Checked:3902 Candidates:83289  (IsoMatchRpt XPayAuthLimit)
Found:208 Checked:3903 Candidates:83288  (IsoNoMatchRpt applyCreditSubmit)
Found:208 Checked:3904 Candidates:83287  (IsoNoMatchRpt AssociatedToClaim)
Found:208 Checked:3905 Candidates:83286  (IsoNoMatchRpt AssociatedToParty)
Found:208 Checked:3906 Candidates:83285  (IsoNoMatchRpt AssReRouteQueue)
Found:208 Checked:3907 Candidates:83284  (IsoNoMatchRpt AssRouteToOffice)
Found:208 Checked:3908 Candidates:83283  (IsoNoMatchRpt AssToFileHandler)
Distribution for (IsoNoMatchRpt 0,15 AssToFileHandler)
N_a: 27, N_ab: 26, Critical interval: ((0, 15)), P(success): 0.7466, p_value: 0.0038

Found:209 Checked:3909 Candidates:83826  (IsoNoMatchRpt AudatexReceipt)
Found:209 Checked:3910 Candidates:83825  (IsoNoMatchRpt CATContact)
Found:209 Checked:3911 Candidates:83824  (IsoNoMatchRpt ClaimActivityLog)
Distribution for (IsoNoMatchRpt 0,7 ClaimActivityLog)
N_a: 31, N_ab: 27, Critical interval: ((0, 7)), P(success): 0.6165, p_value: 0.0018

Found:210 Checked:3912 Candidates:84373  (IsoNoMatchRpt ClaimClosed)
Found:210 Checked:3913 Candidates:84372  (IsoNoMatchRpt ClaimEdited)
Distribution for (IsoNoMatchRpt 0,8 ClaimEdited)
N_a: 28, N_ab: 25, Critical interval: ((0, 8)), P(success): 0.5304, p_value: 0.0001

Found:211 Checked:3914 Candidates:84907  (IsoNoMatchRpt ClaimReopened)
Found:211 Checked:3915 Candidates:84906  (IsoNoMatchRpt ClaimReported)
Found:211 Checked:3916 Candidates:84905  (IsoNoMatchRpt ClaimSetup)
Found:211 Checked:3917 Candidates:84904  (IsoNoMatchRpt ClaimSummary)
Found:211 Checked:3918 Candidates:84903  (IsoNoMatchRpt Contact)
Found:211 Checked:3919 Candidates:84902  (IsoNoMatchRpt COPSCarAsgSentCRP)
Found:211 Checked:3920 Candidates:84901  (IsoNoMatchRpt COPSCarAsgSentPDR)
Found:211 Checked:3921 Candidates:84900  (IsoNoMatchRpt CorrAssignToHndler)
Found:211 Checked:3922 Candidates:84899  (IsoNoMatchRpt Correspondencsent)
Found:211 Checked:3923 Candidates:84898  (IsoNoMatchRpt Coverage)
Found:211 Checked:3924 Candidates:84897  (IsoNoMatchRpt DocAddInProgress)
Found:211 Checked:3925 Candidates:84896  (IsoNoMatchRpt DocumentAdded)
Found:211 Checked:3926 Candidates:84895  (IsoNoMatchRpt DocumentFiled)
Found:211 Checked:3927 Candidates:84894  (IsoNoMatchRpt EOBSent)
Found:211 Checked:3928 Candidates:84893  (IsoNoMatchRpt EORSent)
Found:211 Checked:3929 Candidates:84892  (IsoNoMatchRpt FYISent)
Found:211 Checked:3930 Candidates:84891  (IsoNoMatchRpt grpPymtSubmit)
Found:211 Checked:3931 Candidates:84890  (IsoNoMatchRpt Inbound)
Found:211 Checked:3932 Candidates:84889  (IsoNoMatchRpt InitialContact)
Distribution for (IsoNoMatchRpt 0,9 InitialContact)
N_a: 26, N_ab: 22, Critical interval: ((0, 9)), P(success): 0.5777, p_value: 0.0035

Found:212 Checked:3933 Candidates:85418  (IsoNoMatchRpt IsoDataErrRpt)
Found:212 Checked:3934 Candidates:85417  (IsoNoMatchRpt IsoMatchRpt)
Found:212 Checked:3935 Candidates:85416  (IsoNoMatchRpt IsoNoMatchRpt)
Found:212 Checked:3936 Candidates:85415  (IsoNoMatchRpt ItemCompleteDenial)
Found:212 Checked:3937 Candidates:85414  (IsoNoMatchRpt ItmReAssToFHndler)
Found:212 Checked:3938 Candidates:85413  (IsoNoMatchRpt LiabilityAnalysis)
Distribution for (IsoNoMatchRpt 1,4 LiabilityAnalysis)
N_a: 14, N_ab: 9, Critical interval: ((1, 4)), P(success): 0.2926, p_value: 0.0069

Found:213 Checked:3939 Candidates:85896  (IsoNoMatchRpt makePaymentSubmit)
Found:213 Checked:3940 Candidates:85895  (IsoNoMatchRpt ManualDeny)
Found:213 Checked:3941 Candidates:85894  (IsoNoMatchRpt ManualPayment)
Found:213 Checked:3942 Candidates:85893  (IsoNoMatchRpt Medical)
Found:213 Checked:3943 Candidates:85892  (IsoNoMatchRpt Medicare)
Found:213 Checked:3944 Candidates:85891  (IsoNoMatchRpt MultDocAddBegin)
Found:213 Checked:3945 Candidates:85890  (IsoNoMatchRpt MultipleDocAdded)
Found:213 Checked:3946 Candidates:85889  (IsoNoMatchRpt MutliEOBSent)
Found:213 Checked:3947 Candidates:85888  (IsoNoMatchRpt Outbound)
Distribution for (IsoNoMatchRpt 0,14 Outbound)
N_a: 20, N_ab: 20, Critical interval: ((0, 14)), P(success): 0.7357, p_value: 0.0022

Found:214 Checked:3948 Candidates:86319  (IsoNoMatchRpt PartyAdded)
Found:214 Checked:3949 Candidates:86318  (IsoNoMatchRpt PartyEdited)
Found:214 Checked:3950 Candidates:86317  (IsoNoMatchRpt PartyMoved)
Found:214 Checked:3951 Candidates:86316  (IsoNoMatchRpt PaymentBlockSet)
Found:214 Checked:3952 Candidates:86315  (IsoNoMatchRpt PerilActivity)
Distribution for (IsoNoMatchRpt 0,7 PerilActivity)
N_a: 20, N_ab: 17, Critical interval: ((0, 7)), P(success): 0.5076, p_value: 0.0016

Found:215 Checked:3953 Candidates:86846  (IsoNoMatchRpt Perils/Reserves)
Found:215 Checked:3954 Candidates:86845  (IsoNoMatchRpt PolicyNumberChange)
Found:215 Checked:3955 Candidates:86844  (IsoNoMatchRpt ReasonforEscalation)
Found:215 Checked:3956 Candidates:86843  (IsoNoMatchRpt ReceiptItem)
Found:215 Checked:3957 Candidates:86842  (IsoNoMatchRpt RecordedStatementSu)
Found:215 Checked:3958 Candidates:86841  (IsoNoMatchRpt recordManualPymt)
Found:215 Checked:3959 Candidates:86840  (IsoNoMatchRpt RefAssign)
Found:215 Checked:3960 Candidates:86839  (IsoNoMatchRpt RefCompPDVE)
Found:215 Checked:3961 Candidates:86838  (IsoNoMatchRpt Referral)
Found:215 Checked:3962 Candidates:86837  (IsoNoMatchRpt RefRemFromInbox)
Found:215 Checked:3963 Candidates:86836  (IsoNoMatchRpt RefRespAuthority)
Found:215 Checked:3964 Candidates:86835  (IsoNoMatchRpt RefRespCSLT)
Found:215 Checked:3965 Candidates:86834  (IsoNoMatchRpt RefRespGeneral)
Found:215 Checked:3966 Candidates:86833  (IsoNoMatchRpt RefRespPD)
Found:215 Checked:3967 Candidates:86832  (IsoNoMatchRpt RefRespPDVE)
Found:215 Checked:3968 Candidates:86831  (IsoNoMatchRpt RefRespPoliceFire)
Found:215 Checked:3969 Candidates:86830  (IsoNoMatchRpt RefRespRCC)
Found:215 Checked:3970 Candidates:86829  (IsoNoMatchRpt RefRespRental)
Found:215 Checked:3971 Candidates:86828  (IsoNoMatchRpt RefRespSalvage)
Found:215 Checked:3972 Candidates:86827  (IsoNoMatchRpt RefSentAuthority)
Found:215 Checked:3973 Candidates:86826  (IsoNoMatchRpt RefSentCRD)
